Time,FC,PAS,PAM,PAD
-1,63,147,117,90
0,69.3,161.7,128.7,90
150,68.0511,164.978,129.265,90
300,68.0842,163.803,131.234,90
450,69.8116,158.37,125.089,90.1871
600,68.4657,165.392,129.53,88.8847
750,69.1692,168.39,130.056,88.1109
900,68.822,160.259,127.308,88.4812
1050,61.3846,129.368,105.61,72.9319
1200,58.9925,137.558,106.056,70.4636
1350,64.3283,158.572,127.536,90.5643
1500,60.3344,160.259,134.4,89.6576
1650,64.6615,157.869,126.294,91.8813
1800,51.9924,121.483,57.0058,63.35
1950,51.606,109.201,57.6244,58.4374
2100,55.5477,105.027,86.5147,62.1746
2250,57.4253,104.203,82.7757,63.8135
2400,52.4636,77.7717,61.3107,45.0285
2550,55.1012,76.77,71.3489,45.6678
2700,51.0133,81.1594,66.3393,44.2664
2850,51.1542,80.5535,68.3185,42.5701
3000,47.8618,83.1825,73.7038,42.2906
3150,61.5653,97.3569,85.6234,41.2691
3300,52.0957,80.6129,80.6791,41.6843
3450,54.2114,81.1174,83.7131,43.4002
3600,54.2909,75.2333,77.3344,46.7115
3750,54.9976,77.6579,83.9984,40.9733
3900,58.626,74.3353,81.1182,41.833
4050,55.3394,78.6047,73.6877,46.2715
4200,59.2215,73.7257,79.3125,44.1776
4350,72.422,96.6515,87.8318,45.2331
4500,70.6494,93.6732,87.2639,44.3762
4650,71.4459,105.966,89.119,42.8264
4800,76.184,102.347,87.168,45.7493
4950,73.9861,102.384,88.1048,42.1483
5100,79.5907,104.149,93.9157,42.6181
5250,72.1207,103.486,91.3953,46.3435
5400,68.4947,103.097,90.0308,40.8298
5550,72.0707,107.913,89.6294,43.3176
5700,72.9973,96.2355,89.955,42.8656
5850,75.8719,114.574,92.5823,43.2334
6000,71.4899,106.72,88.3948,44.4486
6150,74.2739,105.041,88.3186,45.4056
6300,75.4188,107.671,89.771,45.1354
6450,77.3159,107.484,88.4591,45.0789
6600,72.9236,105.796,86.2531,41.7784
6750,75.4069,106.144,88.953,41.5512
6900,75.2629,105.949,86.2981,47.7892
7050,73.6819,105.506,87.8602,42.073
7200,74.9842,102.57,86.2507,46.4521
7350,72.0885,104.31,87.3303,45.3704
7500,75.6688,109.295,86.5344,44.7486
7650,76.7549,102.893,89.904,42.6906
7800,70.6885,106.161,89.2368,44.7453
7950,75.581,103.774,89.4198,45.7825
8100,71.5832,103.313,91.5799,44.8319
8250,77.1083,104.262,90.0715,40.7442
8400,85.6447,103.961,90.3384,45.453
8550,84.1259,111.411,91.7083,46.1167
8700,81.5532,106.444,90.1507,45.8978
8850,83.2086,108.892,90.7248,43.8726
9000,82.7684,107.614,88.3417,47.166
9150,83.1812,105.743,90.5921,46.8732
9300,81.3226,111.549,89.3758,44.1415
9450,69.1215,89.5894,75.1377,44.7158
9600,69.4979,89.7573,72.5411,44.9488
9750,70.7008,89.7904,74.8874,47.7374
9900,58.2398,73.468,62.8714,46.3253
10050,63.3523,119.282,101.261,73.1676
10200,65.7981,122.813,99.8048,71.7807
10350,66.9708,123.976,102.244,75.0717
10500,67.452,119.481,98.5696,73.1805
10650,63.8873,124.048,101.409,74.2785
10800,67.232,118.116,98.5851,74.3718
10950,67.5065,123.704,101.762,71.7495
