Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
780,SUFENTANIL_induction
810,PROPOFOL_induction
840,ATRACURIUM_induction
870,Occlusion oculaire
1230,intubation
1500,SEVOFLURANE_continu
1530,Ventilation contrôlé intubée
1560,Oxygène 30%
1590,Auscultation pulmonaire
1620,Surveillance pression ballonnet
1650,Manoeuvre Recrutement Alvéolaire
1740,Pose sonde T°C
2010,Auscultation pulmonaire
2040,Surveillance points d'appui
2190,SEVOFLURANE_continu
2220,SUFENTANIL_bolus
2280,Incision
2340,Trocard sous-ombilical
2400,Inflation pneumopéritoine
2700,Auscultation pulmonaire
2730,Manoeuvre Recrutement Alvéolaire
3030,Dissection espace prépéritonéal
3270,ATRACURIUM_bolus
3360,Dissection cordon spermatique
3600,Dissection cordon zone herniaire
3900,SUFENTANIL_bolus
5010,Mise en place prothèse
6630,Déflation pneumopéritoine
6690,Fermeture
7050,Pansement
7080,stop sevoflurane
7650,Contrôle de décurarisation
7770,Décurarusation
8130,Mise en place du patient
