Time,FC,PAS,PAM,PAD
-1,67,161,94,81
0,73.7,177.1,103.4,81
150,75.4782,180.684,104.521,81
300,72.8378,174.605,101.715,81
450,74.1803,178.124,103.893,81.2407
600,72.5507,183.54,103.649,81.7644
750,70.5233,172.675,102.906,81.1138
900,69.7717,173.765,104.456,83.494
1050,64.225,145.938,77.2868,65.1092
1200,65.8928,142.086,80.1951,62.876
1350,68.802,183.378,99.9504,82.3914
1500,64.8006,171.315,102.364,83.6742
1650,65.0403,177.018,103.96,82.3124
1800,67.3062,177.445,99.5917,81.8291
1950,61.4294,123.301,43.0475,56.9758
2100,56.5986,123.935,37.6311,56.5931
2250,65.3653,119.665,65.3648,56.0452
2400,59.8517,115.425,66.9872,61.2234
2550,58.0427,80.4332,45.1761,38.2531
2700,55.1458,85.9524,49.7703,38.3516
2850,56.7112,91.1008,53.4837,39.7436
3000,53.9963,79.5605,50.911,35.9488
3150,56.8708,85.0506,52.7825,36.6604
3300,58.9956,83.1144,48.3443,39.7001
3450,55.8014,93.497,51.0949,36.8872
3600,68.2687,106.547,63.606,38.322
3750,60.8135,86.3891,53.9649,40.2923
3900,59.8047,86.4376,45.152,38.868
4050,67.3231,87.2618,55.6003,37.128
4200,66.7553,84.9334,50.2895,39.1547
4350,65.6853,83.6661,52.7828,40.1416
4500,65.8638,74.6427,51.2881,40.5079
4650,67.5586,81.8103,52.905,39.0152
4800,66.0982,76.3615,51.6888,37.3641
4950,67.8187,81.3893,50.2859,38.7568
5100,68.9634,79.2187,46.671,42.7905
5250,76.843,102.984,58.6702,34.9771
5400,80.3154,98.0643,59.2997,38.9255
5550,82.044,107.146,64.9438,41.2777
5700,89.412,112.463,67.1937,38.5275
5850,93.3308,113.529,73.0256,41.707
6000,92.4085,110.506,67.9198,40.5751
6150,89.3298,112.29,74.7008,38.0128
6300,82.9191,108.517,68.1923,39.1254
6450,85.548,118.241,68.3473,38.9895
6600,85.4462,112.922,64.9236,39.1308
6750,84.2248,104.846,71.9908,41.8943
6900,84.1037,103.937,67.9755,37.7715
7050,81.7742,109.614,70.5406,37.4627
7200,85.2117,108.701,69.0438,40.6448
7350,83.1474,108.584,66.5802,37.8701
7500,87.8006,117.049,70.7429,35.3952
7650,87.4872,103.344,73.997,40.2375
7800,83.6292,111.854,69.5219,36.7163
7950,82.2944,115.609,69.564,42.3469
8100,81.1407,111.139,70.4984,36.5735
8250,89.4394,108.581,67.0219,34.6873
8400,84.2053,104.58,67.655,39.4869
8550,85.6461,108.535,68.5059,38.1305
8700,88.1336,112.215,74.8715,37.1842
8850,86.149,109.695,72.9216,38.1502
9000,82.758,111.909,67.6242,40.6468
9150,91.6321,114.339,69.9888,38.435
9300,98.3105,112.498,72.5431,39.2255
9450,102.624,108.534,75.8194,37.9468
9600,96.8556,114.068,73.8672,36.608
9750,98.1772,112.044,72.8439,37.6762
9900,98.3547,112.103,69.8857,38.2202
10050,98.5266,107.724,74.0019,40.0252
10200,100.156,113.156,72.94,39.6927
10350,100.316,108.664,74.3823,38.3471
10500,99.0085,108.907,70.4216,38.7943
10650,101.299,109.991,74.5353,37.8885
10800,98.5535,114.136,76.3986,38.8177
10950,102.083,110.497,73.9033,37.7578
11100,99.9358,106.525,72.3897,38.6119
11250,98.4979,110.288,69.874,39.5973
11400,78.5282,85.9612,58.6391,39.6402
11550,77.7796,81.6075,54.6556,38.802
11700,76.5104,79.4584,53.9023,39.8323
11850,75.5949,78.3391,56.6235,37.7375
12000,72.0263,122.09,80.0289,63.1349
12150,75.1789,120.24,80.3754,62.0938
12300,72.7909,123.731,78.4701,61.3404
12450,74.5418,124.081,76.2911,63.4035
12600,72.618,124.836,79.0066,64.4679
12750,74.0684,121.006,79.2983,60.8303
12900,74.4781,120.384,80.8265,64.1908
13050,73.3043,126.108,77.5684,62.212
13200,72.6384,121.172,76.1111,64.3355
