Time,FC,PAS,PAM,PAD
-1,79,151,103,67
0,86.9,166.1,113.3,67
150,85.7953,170.225,115.735,67
300,87.9037,167.712,114.527,67
450,89.192,163.853,115.177,65.9926
600,87.4762,165.082,114.434,68.4511
750,88.1817,171.936,112.938,68.443
900,83.8001,134.049,91.6554,52.9197
1050,76.5395,130.942,86.17,53.5414
1200,73.7511,171.613,109.6,67.8698
1350,76.447,165.067,114.906,65.6696
1500,74.8582,166.741,110.313,65.3207
1650,75.1573,166.707,116.137,68.5143
1800,61.9201,120.165,37.1994,45.691
1950,64.7722,113.131,44.0103,47.0905
2100,69.1665,111.369,69.6925,44.6441
2250,68.5286,110.234,71.2994,47.9309
2400,62.8327,77.8903,52.0281,32.9822
2550,66.2015,77.7453,52.582,30.9696
2700,63.5978,78.4621,57.4219,32.7809
2850,62.1592,82.067,54.883,29.1948
3000,65.2382,79.32,52.2385,33.6856
3150,80.2132,94.7251,68.3551,30.0242
3300,76.9666,82.092,65.1924,34.1916
3450,77.739,83.2835,67.8949,32.0094
3600,74.8213,77.0979,59.2015,29.5155
3750,74.1252,76.7717,61.122,30.767
3900,73.8885,84.9169,52.3157,31.6272
4050,74.3129,74.9747,61.0724,31.3747
4200,76.518,78.8564,60.8451,31.5967
4350,75.1112,83.6249,60.5512,34.3715
4500,73.2135,79.8158,61.0158,33.1365
4650,75.3241,76.2577,63.1227,32.9071
4800,91.0638,94.2764,66.4632,32.2036
4950,95.7091,92.0828,65.0513,33.4244
5100,100.686,101.73,65.4716,29.313
5250,105.91,102.688,70.1193,29.3384
5400,109.387,104.461,64.8936,28.8355
5550,109.252,97.967,64.9658,31.3078
5700,101.775,103.7,66.1646,32.7398
5850,98.9773,110.738,64.6886,31.5727
6000,96.4007,110.268,64.9543,36.067
6150,94.748,104.688,64.4109,32.4215
6300,94.3387,105.417,63.9484,33.9487
6450,96.7075,105.578,61.0382,31.5724
6600,98.3946,105.536,63.4367,32.8472
6750,93.6774,106.463,65.3919,31.5498
6900,98.1098,104.247,62.7318,33.8961
7050,96.8,106.259,66.1366,34.877
7200,98.5243,105.61,61.6023,30.7563
7350,95.1899,109.756,66.542,31.2121
7500,95.6433,107.923,61.1053,31.1371
7650,98.7163,110.092,62.2976,30.2361
7800,99.6211,103.622,65.8191,32.4679
7950,105.002,103.732,67.1769,32.8663
8100,105.084,110.692,63.1165,32.6973
8250,106.534,109.555,63.3543,36.1182
8400,105.911,108.811,63.41,32.0701
8550,105.913,107.599,64.7573,32.1805
8700,107.252,112.15,61.1728,31.6193
8850,105.777,114.971,58.7224,33.6459
9000,104.574,111.515,64.9922,33.6993
9150,107.775,111.417,61.5024,32.6914
9300,108.879,114.346,67.9586,33.2423
9450,109.391,115.171,65.1522,33.762
9600,105.196,107.867,65.5437,32.0598
9750,106.946,113.674,66.8831,33.0372
9900,106.29,109.291,63.7165,32.2101
10050,106.375,110.605,63.3041,32.7896
10200,105.002,107.647,63.7332,33.2126
10350,106.91,108.329,63.1038,34.3911
10500,107.851,112.856,68.0706,31.754
10650,88.0305,92.1769,52.4383,34.2471
10800,85.5842,92.4342,43.7047,34.5335
10950,85.2259,89.0936,47.4829,31.9961
11100,85.6511,87.8471,45.1936,31.7048
11250,81.6015,132.413,72.565,52.4381
11400,82.9315,128.466,72.851,52.2343
11550,80.3887,127.536,73.3298,54.4402
11700,79.9838,131.464,75.9795,54.3389
11850,81.7614,130.6,75.4124,53.5733
12000,82.0893,131.059,74.8771,53.1206
12150,80.1123,128.716,75.1209,54.9065
12300,81.4179,132.043,72.5033,54.8265
