Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
720,SUFENTANIL_induction
750,PROPOFOL_induction
780,ATRACURIUM_induction
810,Occlusion oculaire
1080,intubation
1140,SEVOFLURANE_continu
1170,Ventilation contrôlé intubée
1200,Oxygène 30%
1230,Auscultation pulmonaire
1260,Surveillance pression ballonnet
1290,Manoeuvre Recrutement Alvéolaire
1380,Pose sonde T°C
1650,Auscultation pulmonaire
1680,Surveillance points d'appui
1830,SEVOFLURANE_continu
2040,SUFENTANIL_bolus
2100,Incision
2130,Trocard sous-ombilical
2460,Inflation pneumopéritoine
2490,Auscultation pulmonaire
2520,Manoeuvre Recrutement Alvéolaire
2820,Dissection espace prépéritonéal
3120,ATRACURIUM_bolus
3150,Dissection cordon spermatique
3390,Dissection cordon zone herniaire
3690,SUFENTANIL_bolus
4620,Mise en place prothèse
6420,Déflation pneumopéritoine
6600,Fermeture
6960,Pansement
6990,stop sevoflurane
7800,Contrôle de décurarisation
7860,Décurarusation
8280,Mise en place du patient
