Time,FC,PAS,PAM,PAD
-1,67,90,70,65
0,73.7,99,77,65
150,73.7237,98.4314,75.8095,65
300,73.4647,101,75.5423,65
450,71.189,98.9971,76.4286,65.6799
600,73.3544,96.2056,76.3271,64.1964
750,74.4756,102.786,74.2144,65.6597
900,71.5898,75.4193,63.0276,50.2388
1050,65.0501,81.2313,57.0139,65.9372
1200,66.9559,97.1221,82.9927,63.9805
1350,57.1343,72.0421,30.3614,45.9436
1500,60.051,67.1222,48.7621,44.2368
1650,59.9241,69.9432,49.3566,44.0725
1800,59.2779,69.6747,48.428,47.1967
1950,52.4809,44.4999,34.9061,34.8069
2100,65.4248,59.291,47.3877,30.7039
2250,57.358,50.9487,37.5413,33.1518
2400,56.4118,48.0272,37.3624,34.6194
2550,55.4784,55.0402,37.1531,33.4722
2700,64.375,61.7115,44.6174,31.858
2850,65.9073,67.8894,47.8793,32.5089
3000,70.3463,68.8439,49.9308,32.3358
3150,75.7138,71.3001,45.0674,32.7845
3300,77.9919,72.8295,49.2228,31.2954
3450,71.9974,71.5042,48.5295,28.8546
3600,71.3912,72.9563,47.9721,29.2515
3750,72.247,73.564,48.9955,28.2126
3900,69.7475,63.9729,51.3792,34.4146
4050,71.5503,68.18,51.1869,32.6713
4200,73.0077,71.6187,53.4481,35.9406
4350,76.4622,66.1174,48.002,37.3541
4500,75.9327,70.7283,46.8057,32.2779
4650,76.4275,66.3447,51.102,31.0312
4800,76.8637,65.8074,44.4592,31.0378
4950,76.6523,68.0747,50.8723,33.4731
5100,76.1425,68.3606,45.1717,36.6644
5250,78.3326,69.2023,49.949,32.1906
5400,77.8504,69.592,44.2878,34.1456
5550,75.8806,69.8664,46.534,32.0876
5700,81.2024,65.7769,46.3804,33.2264
5850,85.7558,66.5632,47.827,33.9561
6000,73.9305,56.5137,33.1203,33.7866
6150,73.7971,53.4338,36.6247,36.3656
6300,74.7678,56.8656,34.5877,34.5198
6450,74.5861,55.8097,36.6103,34.2814
6600,69.2972,78.1386,53.0633,53.2907
6750,68.3725,73.9913,55.8029,51.0303
6900,70.3745,76.6971,56.4491,53.4054
7050,70.2237,74.9298,53.3722,51.1151
7200,70.1396,73.2848,56.2885,52.1955
7350,70.84,77.6257,55.9337,52.1365
7500,68.863,76.4031,52.9374,53.5276
7650,70.6752,78.3496,53.281,52.7344
7800,68.693,73.7692,55.4036,51.1557
