Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
720,SUFENTANIL_induction
750,PROPOFOL_induction
780,ATRACURIUM_induction
840,Occlusion oculaire
1140,intubation
1200,SEVOFLURANE_continu
1230,Ventilation contrôlé intubée
1260,Oxygène 30%
1290,Auscultation pulmonaire
1320,Surveillance pression ballonnet
1350,Manoeuvre Recrutement Alvéolaire
1440,Pose sonde T°C
1710,Auscultation pulmonaire
1740,Surveillance points d'appui
1770,SEVOFLURANE_continu
1890,SUFENTANIL_bolus
1950,Incision
2130,Trocard sous-ombilical
2190,Inflation pneumopéritoine
2430,Auscultation pulmonaire
2460,Manoeuvre Recrutement Alvéolaire
2760,Dissection espace prépéritonéal
3090,Dissection cordon spermatique
3120,ATRACURIUM_bolus
3330,Dissection cordon zone herniaire
3630,SUFENTANIL_bolus
4680,Mise en place prothèse
6180,Déflation pneumopéritoine
6240,Fermeture
6660,Pansement
6690,stop sevoflurane
7380,Contrôle de décurarisation
7500,Décurarusation
7980,Mise en place du patient
