Time,FC,PAS,PAM,PAD
-1,66,183,120,88
0,72.6,201.3,132,88
150,71.1691,199.167,132.458,88
300,73.1212,197.43,135.203,88
450,69.9442,207.929,135.513,86.0354
600,76.1681,201.805,136.749,87.4598
750,73.4864,206.573,129.217,86.3818
900,67.575,159.943,106.939,74.1549
1050,62.2694,155.956,110.291,68.8909
1200,68.0193,201.227,131.675,90.2304
1350,58.9816,144.436,58.3024,63.2759
1500,62.651,132.964,87.4586,63.2011
1650,61.4249,138.536,82.4604,59.1592
1800,61.9509,135.766,86.1869,59.1254
1950,53.2872,100.14,62.3348,41.3474
2100,56.4624,102.576,65.2005,46.9527
2250,54.1027,97.3869,67.3928,43.4118
2400,53.5777,99.7802,62.7148,46.0555
2550,53.6172,99.6036,65.2495,46.4141
2700,55.076,99.6002,57.2252,41.9534
2850,55.8526,91.2157,66.4462,42.6
3000,53.9381,94.4615,57.8983,44.5146
3150,64.2904,123.125,81.2835,43.4514
3300,61.5239,118.233,79.6924,43.214
3450,66.2317,125.422,83.3144,44.6828
3600,65.2429,129.02,90.1688,44.7182
3750,68.8465,136.684,89.1455,49.3061
3900,71.7333,138.546,88.3299,44.5614
4050,69.8982,129.087,92.4743,43.6218
4200,68.3246,134.264,94.0921,43.4328
4350,69.5089,136.505,90.1338,49.0302
4500,68.2095,131.759,87.8367,45.0529
4650,67.1964,132.136,89.727,45.4151
4800,72.547,130.721,91.8324,44.0428
4950,68.6082,127.04,93.1982,42.873
5100,69.9494,130.709,94.562,45.9453
5250,75.529,137.771,94.4723,46.8212
5400,74.9629,131.004,94.0785,45.0249
5550,74.9226,132.473,94.1431,45.7857
5700,75.1046,128.303,95.8247,42.4744
5850,78.7254,131.389,95.7726,43.6915
6000,76.9559,125.951,96.9251,49.7819
6150,76.3018,132.315,95.5486,47.0066
6300,75.3464,129.067,96.9179,48.7134
6450,77.6233,134.227,101.178,48.1851
6600,75.8773,136.34,99.8085,47.3068
6750,76.5453,132.825,94.189,48.0772
6900,75.9142,131.166,93.5914,48.7984
7050,64.3728,104.278,76.0759,48.2396
7200,67.0483,104.025,72.1032,47.8442
7350,68.3625,102.779,73.3355,49.6936
7500,68.8858,154.711,105.017,74.6765
7650,67.8227,148.403,106.544,74.9369
7800,68.2441,152.969,102.995,75.2779
7950,70.196,150.924,105.031,74.841
8100,69.3206,153.183,106.538,74.6133
8250,68.3487,154.599,103.209,75.892
8400,68.9656,148.474,102.421,73.4881
8550,69.2879,149.008,102.079,73.4736
8700,66.9484,152.908,105.279,74.0336
8850,69.3802,157.242,109.524,73.0502
