Time,FC,PAS,PAM,PAD
-1,74,161,115,99
0,81.4,177.1,126.5,99
150,80.3219,174.9,126.922,99
300,83.0811,173.792,128.109,99
450,79.9753,178.223,125.901,99.0378
600,82.2276,175.667,126.166,100.138
750,81.5936,181.749,128.15,98.5585
900,77.2227,137.348,98.406,77.6143
1050,73.2302,171.013,129.679,79.5735
1200,70.7868,177.579,128.394,101.391
1350,64.0633,124.636,51.7826,66.5608
1500,65.161,118.505,83.4087,67.6409
1650,63.5958,122.022,80.3846,70.0768
1800,65.8978,121.661,82.8923,72.1833
1950,58.734,85.2343,57.6004,46.8786
2100,64.7871,88.5523,65.8587,47.6493
2250,65.0732,84.5717,78.3849,46.4352
2400,62.5615,85.2334,74.2921,48.5655
2550,63.665,83.9649,71.1312,45.0774
2700,75.2067,111.097,78.5833,44.4695
2850,72.0676,102.71,84.5248,49.6716
3000,77.8249,111.343,88.1379,50.8975
3150,78.2747,113.89,92.4327,43.6058
3300,76.3911,115.471,88.5664,47.7476
3450,82.2774,118.68,90.8643,48.6551
3600,74.5244,115.624,92.0276,43.357
3750,67.165,113.686,91.6949,45.7763
3900,71.999,114.473,90.0577,49.9922
4050,80.6941,118.858,89.9834,48.2766
4200,80.0548,112.479,89.0049,44.2852
4350,78.2142,116.535,87.2104,44.0133
4500,78.2637,116.49,91.4321,47.0597
4650,77.3239,115.052,88.1884,46.3884
4800,76.4032,116.164,88.615,44.3805
4950,74.8524,109.915,89.0124,46.9625
5100,84.1102,121.008,88.4251,45.6667
5250,83.3446,114.223,85.874,46.7897
5400,85.3944,115.986,87.3797,50.6791
5550,82.8341,112.901,83.9347,47.8569
5700,87.5336,117.033,88.7476,46.6697
5850,85.3023,115.423,90.5027,43.283
6000,85.7617,113.799,91.2295,45.8395
6150,86.7411,115.806,90.9339,44.7945
6300,68.6254,94.167,75.3755,44.2523
6450,69.3003,91.8429,71.8512,45.4785
6600,74.9112,93.4586,73.2835,44.1249
6750,76.2184,129.594,100.261,73.8889
6900,75.7001,133.345,100.528,72.7467
7050,75.446,135.769,101.85,73.7155
7200,76.1468,135.951,101.756,75.2801
7350,75.519,133.642,102.641,76.004
7500,76.585,136.334,99.4024,75.7407
7650,74.586,135.689,100.413,75.8977
7800,73.919,133.347,99.3481,74.0924
