Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
720,SUFENTANIL_induction
750,PROPOFOL_induction
780,ATRACURIUM_induction
810,Occlusion oculaire
1080,intubation
1140,SEVOFLURANE_continu
1170,Ventilation contrôlé intubée
1200,Oxygène 30%
1230,Auscultation pulmonaire
1260,Surveillance pression ballonnet
1290,Manoeuvre Recrutement Alvéolaire
1380,Pose sonde T°C
1650,Auscultation pulmonaire
1680,Surveillance points d'appui
1830,SEVOFLURANE_continu
2160,SUFENTANIL_bolus
2220,Incision
2250,Trocard sous-ombilical
2310,Inflation pneumopéritoine
2550,Auscultation pulmonaire
2580,Manoeuvre Recrutement Alvéolaire
2880,Dissection espace prépéritonéal
3180,ATRACURIUM_bolus
3210,Dissection cordon spermatique
3450,Dissection cordon zone herniaire
3750,SUFENTANIL_bolus
4740,Mise en place prothèse
6240,Déflation pneumopéritoine
6300,Fermeture
6600,Pansement
6630,stop sevoflurane
7200,Contrôle de décurarisation
7380,Décurarusation
7800,Mise en place du patient
