Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
600,pré-oxygénation
780,SUFENTANIL_induction
810,PROPOFOL_induction
840,ATRACURIUM_induction
870,Occlusion oculaire
1230,intubation
1440,SEVOFLURANE_continu
1470,Ventilation contrôlé intubée
1500,Oxygène 30%
1530,Auscultation pulmonaire
1560,Surveillance pression ballonnet
1590,Manoeuvre Recrutement Alvéolaire
1680,Pose sonde T°C
1950,Auscultation pulmonaire
1980,Surveillance points d'appui
2070,SEVOFLURANE_continu
2160,SUFENTANIL_bolus
2220,Incision
2250,Trocard sous-ombilical
2400,Inflation pneumopéritoine
2430,Auscultation pulmonaire
2460,Manoeuvre Recrutement Alvéolaire
2760,Dissection espace prépéritonéal
3090,Dissection cordon spermatique
3180,ATRACURIUM_bolus
3330,Dissection cordon zone herniaire
3630,SUFENTANIL_bolus
4560,Mise en place prothèse
6300,Déflation pneumopéritoine
6360,Fermeture
6780,Pansement
6810,stop sevoflurane
7500,Contrôle de décurarisation
7560,Décurarusation
7920,Mise en place du patient
