Time,FC,PAS,PAM,PAD
-1,63,92,69,66
0,69.3,101.2,75.9,66
150,68.8064,102.275,76.854,66
300,68.9372,100.392,74.4609,66
450,69.2554,102.079,71.9634,66.2979
600,68.8191,100.128,76.2831,67.5535
750,70.1822,101.05,78.4964,64.3808
900,67.5948,100.848,80.2495,66.4684
1050,61.7107,75.1345,60.1808,55.2067
1200,64.8146,100.978,74.971,49.3893
1350,62.2911,97.939,73.7424,66.9263
1500,61.957,98.7332,78.0508,68.093
1650,64.1383,102.097,75.6923,67.0752
1800,65.7715,99.1617,77.9387,67.3204
1950,55.0016,73.7623,31.468,41.7913
2100,56.1748,72.3205,30.0069,46.7077
2250,54.8168,70.3089,50.7043,45.3256
2400,57.5107,69.2516,51.2011,48.4187
2550,58.5144,74.4649,47.9187,47.8726
2700,57.7208,57.0199,42.7692,28.8393
2850,54.0168,52.9757,41.4288,32.8091
3000,53.2306,55.5198,43.0639,28.6416
3150,54.411,60.7806,40.4649,33.6463
3300,52.7613,48.2267,41.5337,29.1625
3450,61.2075,65.0565,48.6215,31.4768
3600,56.5495,47.2057,34.7274,29.5849
3750,59.1138,40.3759,31.9174,34.0565
3900,61.5749,42.9743,34.6244,30.2483
4050,58.1085,46.9756,38.4628,33.5311
4200,61.151,46.4145,39.8856,31.9197
4350,58.8777,47.5911,36.5686,34.3414
4500,60.5494,48.5257,36.4937,34.1697
4650,58.9502,46.073,38.3677,32.1793
4800,61.2037,44.3322,37.2363,30.7039
4950,59.4477,50.755,36.2219,31.8529
5100,57.0818,44.0618,36.0017,29.3164
5250,57.9621,46.3237,33.6911,33.3694
5400,73.0301,56.4725,40.8563,35.4197
5550,75.6742,54.691,45.9869,31.2119
5700,82.6551,57.2622,51.4798,36.2007
5850,84.9543,64.9119,49.4673,31.5958
6000,86.1793,67.0278,50.7677,29.1659
6150,83.4358,65.9973,51.8591,32.0623
6300,82.4932,63.4258,49.1051,30.9642
6450,79.7437,65.9951,48.933,33.3287
6600,75.2429,67.4444,48.3372,28.8893
6750,79.9971,71.7686,48.5841,29.569
6900,76.065,71.257,54.4589,28.8459
7050,75.2541,64.6614,47.3161,29.634
7200,79.4896,60.7821,45.7788,29.7498
7350,74.4156,65.4235,47.6228,28.3592
7500,78.2908,70.477,49.4642,30.6731
7650,75.7021,68.203,50.503,31.5713
7800,77.7707,68.6283,45.0029,31.998
7950,77.3336,69.5282,50.5616,32.6036
8100,78.2586,62.6579,45.4817,33.0209
8250,76.9003,66.2229,46.6775,30.5533
8400,76.7191,67.606,48.5719,31.6541
8550,75.0184,70.5425,47.2588,26.9394
8700,77.4346,74.437,45.444,28.0419
8850,75.3232,69.8408,46.9271,30.1898
9000,80.7978,63.5394,43.2594,28.2354
9150,81.8173,70.564,46.5851,28.1991
9300,82.3978,71.252,46.1809,29.8125
9450,83.2231,70.3811,48.255,30.8824
9600,83.5488,63.8009,48.7891,27.7997
9750,85.7042,59.2224,48.4403,28.7608
9900,83.2239,60.8431,49.0974,29.5484
10050,86.0488,62.752,46.1037,29.8043
10200,83.159,62.251,41.3444,28.0166
10350,85.4982,66.1589,42.6405,26.7565
10500,87.3386,64.5027,47.5472,27.2293
10650,85.9718,63.8368,46.4995,27.1907
10800,84.4444,61.396,46.5271,27.1498
10950,86.7653,66.541,44.7256,30.199
11100,85.6508,64.1591,46.8038,30.1531
11250,84.2253,66.6947,43.5528,31.3685
11400,86.8269,64.8013,47.2987,30.2117
11550,86.7411,63.424,43.4104,30.6957
11700,87.1269,64.6346,46.4131,31.3222
11850,69.2716,49.7562,34.1719,29.2565
12000,63.5023,47.8067,32.1171,31.5111
12150,64.7727,52.6118,35.3935,31.1817
12300,65.0944,50.4317,33.6723,29.9224
12450,63.5522,75.5751,53.5299,49.2866
12600,62.6033,73.8179,50.9519,48.1061
12750,64.276,72.4276,55.2886,50.4546
12900,64.1688,74.8075,53.9056,49.8418
13050,64.4243,75.8251,55.6729,51.0182
13200,64.3521,73.2548,54.881,48.3432
13350,62.1426,76.0705,50.9863,50.2313
13500,62.5218,75.6441,51.8016,50.906
