Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
600,pré-oxygénation
780,SUFENTANIL_induction
810,PROPOFOL_induction
840,ATRACURIUM_induction
870,Occlusion oculaire
1170,intubation
1260,SEVOFLURANE_continu
1290,Ventilation contrôlé intubée
1320,Oxygène 30%
1350,Auscultation pulmonaire
1380,Surveillance pression ballonnet
1410,Manoeuvre Recrutement Alvéolaire
1500,Pose sonde T°C
1770,Auscultation pulmonaire
1800,Surveillance points d'appui
1950,SEVOFLURANE_continu
2160,SUFENTANIL_bolus
2220,Incision
2250,Trocard sous-ombilical
2460,Inflation pneumopéritoine
2490,Auscultation pulmonaire
2520,Manoeuvre Recrutement Alvéolaire
2820,Dissection espace prépéritonéal
3150,Dissection cordon spermatique
3180,ATRACURIUM_bolus
3390,Dissection cordon zone herniaire
3690,SUFENTANIL_bolus
4740,Mise en place prothèse
6420,Déflation pneumopéritoine
6480,Fermeture
6900,Pansement
6930,stop sevoflurane
7680,Contrôle de décurarisation
7860,Décurarusation
8340,Mise en place du patient
