Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
660,pré-oxygénation
840,SUFENTANIL_induction
870,PROPOFOL_induction
900,ATRACURIUM_induction
930,Occlusion oculaire
1230,intubation
1440,SEVOFLURANE_continu
1470,Ventilation contrôlé intubée
1500,Oxygène 30%
1530,Auscultation pulmonaire
1560,Surveillance pression ballonnet
1590,Manoeuvre Recrutement Alvéolaire
1680,Pose sonde T°C
1950,Auscultation pulmonaire
1980,Surveillance points d'appui
2130,SEVOFLURANE_continu
2160,SUFENTANIL_bolus
2220,Incision
2250,Trocard sous-ombilical
2310,Inflation pneumopéritoine
2370,Auscultation pulmonaire
2400,Manoeuvre Recrutement Alvéolaire
2700,Dissection espace prépéritonéal
3030,Dissection cordon spermatique
3240,ATRACURIUM_bolus
3270,Dissection cordon zone herniaire
3570,SUFENTANIL_bolus
4440,Mise en place prothèse
6000,Déflation pneumopéritoine
6180,Fermeture
6540,Pansement
6570,stop sevoflurane
7140,Contrôle de décurarisation
7260,Décurarusation
7620,Mise en place du patient
