Time,FC,PAS,PAM,PAD
-1,63,246,142,89
0,69.3,270.6,156.2,89
150,70.7802,265.567,152.614,89
300,68.6342,275.089,158.281,89
450,69.5073,269.983,153.928,89.7516
600,70.6108,273.51,157.471,90.608
750,67.3204,270.343,154.17,87.0941
900,64.6455,216.228,124.4,73.1882
1050,60.0683,214.068,130.172,71.9171
1200,59.2964,202.808,121.869,67.2986
1350,53.124,204.673,81.6997,68.5868
1500,56.1398,193.818,118.983,66.2937
1650,58.1958,197.949,115.028,69.3533
1800,55.8342,201.06,115.283,68.7998
1950,56.5864,160.515,90.6548,47.2521
2100,60.9526,184.471,107.564,43.1389
2250,55.6059,156.497,94.8727,48.5359
2400,51.0378,151.698,92.2873,44.3988
2550,53.7335,151.86,91.664,45.0582
2700,62.0152,182.065,105.278,43.2558
2850,63.3081,174.595,107.44,43.4243
3000,68.0722,187.138,116.107,47.1254
3150,66.8537,198.451,118.045,48.7889
3300,70.7321,186.263,118.812,42.9126
3450,67.5781,186.651,115.15,47.9908
3600,70.8275,195.308,115.774,48.9219
3750,69.0424,200.764,116.749,46.1971
3900,66.0089,193.753,117.281,46.0481
4050,66.6517,190.422,119.958,54.5156
4200,68.5916,192.558,119.427,47.2067
4350,65.9127,198.35,122.015,45.7454
4500,68.9483,189.528,119.083,47.7988
4650,71.222,191.177,114.214,49.3457
4800,75.5814,190.362,119.17,44.6983
4950,75.0755,199.201,116.499,49.0708
5100,77.0206,192.614,122.395,51.985
5250,73.1608,191.188,115.607,49.4826
5400,74.8267,196.567,119.088,50.3886
5550,72.3228,194.81,115.287,49.2822
5700,73.3915,192.743,112.815,52.3357
5850,76.3435,194.547,114.542,49.3031
6000,73.5449,194.383,115.923,49.6279
6150,77.3718,187.953,111.812,45.5454
6300,62.9611,153.147,91.7081,48.542
6450,63.318,149.718,88.6552,47.0463
6600,64.5947,147.299,84.9576,51.5658
6750,62.1225,197.966,114.631,70.6319
6900,65.5962,193.496,114.869,66.7055
7050,63.2119,197.831,115.162,70.0812
7200,62.2174,197.583,116.485,67.9854
7350,65.2101,196.55,113.957,70.1303
7500,63.0792,195.729,114.74,70.1621
7650,64.8142,198.135,114.132,69.742
7800,64.396,200.062,118.468,70.68
