Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
840,SUFENTANIL_induction
870,PROPOFOL_induction
900,ATRACURIUM_induction
930,Occlusion oculaire
1290,intubation
1500,SEVOFLURANE_continu
1530,Ventilation contrôlé intubée
1560,Oxygène 30%
1590,Auscultation pulmonaire
1620,Surveillance pression ballonnet
1650,Manoeuvre Recrutement Alvéolaire
1740,Pose sonde T°C
2010,Auscultation pulmonaire
2040,Surveillance points d'appui
2190,SEVOFLURANE_continu
2220,SUFENTANIL_bolus
2280,Incision
2640,Trocard sous-ombilical
2700,Inflation pneumopéritoine
3240,Auscultation pulmonaire
3270,Manoeuvre Recrutement Alvéolaire
3330,ATRACURIUM_bolus
3570,Dissection espace prépéritonéal
3900,Dissection cordon spermatique
4140,Dissection cordon zone herniaire
4440,SUFENTANIL_bolus
5730,ATRACURIUM_bolus
6150,Mise en place prothèse
8190,Déflation pneumopéritoine
8370,Fermeture
8790,Pansement
8820,stop sevoflurane
9450,Contrôle de décurarisation
9630,Décurarusation
10110,Mise en place du patient
