Time,FC,PAS,PAM,PAD
-1,63,140,100,82
0,69.3,154,110,82
150,67.9367,151.788,109.265,82
300,70.7354,153.545,108.778,82
450,68.9631,157.463,110.324,82.638
600,69.5122,155.247,110.346,82.6858
750,65.7023,126.694,89.1856,65.0344
900,65.4851,156.109,82.4017,65.3597
1050,61.8762,158.031,106.091,82.2424
1200,57.6188,105.957,80.0281,56.9425
1350,50.4991,106.674,46.4597,56.6375
1500,54.0062,105.628,75.5203,60.1685
1650,58.4763,105.346,68.7956,56.1117
1800,54.4572,105.535,72.7693,57.1121
1950,53.7115,85.029,65.1749,40.1108
2100,62.1717,94.1267,72.2261,36.8443
2250,54.951,88.8645,64.4267,40.5092
2400,56.8078,84.5516,62.2,41.3461
2550,52.9044,88.3612,60.4428,38.2227
2700,63.48,96.1878,74.5533,37.0699
2850,61.1872,102.795,65.3502,38.8089
3000,63.2946,101.177,66.1877,38.2313
3150,66.044,102.376,73.6162,39.578
3300,64.523,109.451,71.1675,42.5793
3450,67.4845,109.522,82.399,40.7868
3600,66.0988,105.777,77.1467,36.777
3750,66.1603,115.608,79.6354,41.2342
3900,70.9513,114.14,73.5199,38.529
4050,69.2203,109.433,75.6978,41.3524
4200,69.9468,108.629,78.4132,38.1197
4350,67.4277,106.693,77.627,38.8368
4500,71.2031,107.579,79.9105,40.8497
4650,68.3651,109.057,80.5507,37.8681
4800,72.7375,109.699,76.9841,40.7883
4950,73.6545,112.504,81.3645,40.071
5100,74.1505,105.825,80.0637,42.8654
5250,75.3284,104.73,72.767,39.169
5400,74.562,109.247,76.2288,43.1209
5550,78.0982,109.238,78.481,41.3468
5700,71.9965,110.107,78.6512,38.7855
5850,77.8466,108.737,75.7116,40.9172
6000,77.9057,109.024,71.6634,43.3958
6150,78.5396,106.406,73.8984,42.6354
6300,63.0222,90.8733,57.6891,43.0467
6450,69.0082,86.3483,60.5999,41.2373
6600,70.2715,86.9525,58.8325,45.5699
6750,70.0545,120.017,80.4669,66.5831
6900,68.4608,119.857,81.1726,66.7184
7050,67.0447,120.23,81.0099,67.0912
7200,66.6721,124.061,81.859,69.3363
7350,66.5085,121.578,80.2205,69.1324
7500,69.8697,122.583,79.7089,67.9256
7650,69.9039,122.818,84.1634,68.965
7800,68.5381,124.198,83.7438,68.6829
