Time,FC,PAS,PAM,PAD
-1,76,153,100,74
0,83.6,168.3,110,74
150,83.674,165.846,111.463,74
300,84.6926,171.863,111.997,74
450,81.3273,169.583,107.689,74.0394
600,82.7073,165.174,112.095,73.6348
750,84.6185,172.922,107.908,74.0504
900,82.1775,132.606,90.804,59.9727
1050,74.6767,171.859,109.383,57.9214
1200,75.637,165.854,109.127,75.0895
1350,77.4442,163.912,113.835,73.8275
1500,63.4606,114.072,46.7983,50.6935
1650,67.7315,114.861,71.2917,49.0067
1800,65.5626,116.54,69.7245,52.9711
1950,66.1309,110.266,69.0182,49.7033
2100,60.8318,80.4785,48.2199,34.9488
2250,71.8784,102.421,67.2035,38.0244
2400,63.7242,89.619,59.6329,38.5692
2550,61.7578,91.4686,61.7192,35.6846
2700,62.9647,92.9182,61.8455,37.7772
2850,73.6381,108.34,72.9315,36.2958
3000,75.6418,106.7,71.859,38.6033
3150,78.6843,108.811,72.9195,38.2009
3300,78.7728,107.359,78.6396,34.0638
3450,78.9743,113.787,78.1753,36.64
3600,85.0698,107.984,77.4211,34.5851
3750,85.1093,109.575,77.1379,35.2456
3900,80.786,108.519,75.3474,36.146
4050,80.1063,108.106,78.0935,35.8409
4200,79.8399,111.27,81.2487,36.7658
4350,79.5527,110.626,80.4605,35.6854
4500,81.0964,112.635,79.5631,38.5055
4650,82.717,112.514,80.3706,36.8962
4800,86.6619,113.991,78.8022,33.8157
4950,87.8591,111.375,76.7288,38.5193
5100,88.3523,113.882,81.3189,35.4251
5250,90.557,118.198,76.494,36.4267
5400,89.7318,115.109,78.0845,34.4759
5550,88.2433,115.852,83.4686,41.0089
5700,87.7174,113.592,76.8009,37.7214
5850,88.9107,114.147,77.849,36.4268
6000,91.4035,120.201,80.9353,40.6626
6150,89.4747,112.063,80.3816,37.6048
6300,90.4275,113.532,78.5352,37.7354
6450,96.2615,115.041,77.9695,38.9575
6600,97.5528,113.106,76.0624,37.3214
6750,81.196,91.9172,60.9315,38.986
6900,81.7803,86.9238,56.921,37.5218
7050,83.8117,89.6886,56.5833,39.2066
7200,80.2756,126.365,86.1099,61.3153
7350,83.0525,129.145,86.3298,60.4577
7500,81.6116,129.41,84.6214,62.0819
7650,83.1399,129.138,84.8735,62.2343
7800,81.6862,126.596,83.6931,61.2682
7950,82.5843,128.849,82.9011,62.0804
8100,81.6875,125.928,84.8891,60.8011
8250,82.3931,126.174,82.3979,61.7168
8400,82.0645,129.411,83.8951,60.9229
