Time,FC,PAS,PAM,PAD
-1,67,140,99,92
0,73.7,154,108.9,92
150,72.4596,155.661,110.362,92
300,74.3163,150.426,106.32,92
450,74.7734,150.798,110.503,92.7531
600,75.4918,154.042,110.194,90.7427
750,70.9368,152.937,106.645,93.4449
900,69.3322,121.142,90.1029,74.5318
1050,64.7589,118.471,83.2103,74.9704
1200,68.6715,152.635,108.655,95.3714
1350,65.0365,152.951,112.474,92.5146
1500,61.0576,108.005,71.7995,65.3791
1650,53.4941,114.06,47.9257,64.4757
1800,58.0119,104.293,68.7344,66.991
1950,58.6731,107.022,72.2266,60.5277
2100,60.6146,110.298,71.1894,65.5335
2250,58.3586,80.8333,60.4994,44.7981
2400,53.8962,87.7413,58.0224,43.757
2550,52.4646,88.6487,59.6177,43.6298
2700,62.0452,101.135,70.0982,47.0961
2850,52.4697,76.8441,56.8245,47.4687
3000,53.3376,82.929,55.7513,42.9856
3150,56.0711,84.766,54.2565,39.1213
3300,63.6099,101.765,67.5589,47.5057
3450,66.8528,103.343,66.4855,42.3567
3600,71.0534,96.8445,65.6238,44.9114
3750,79.0028,102.266,69.6809,42.5071
3900,84.0434,107.694,71.5592,44.7691
4050,79.703,103.206,74.0091,42.9329
4200,78.6551,107.31,76.2927,45.6152
4350,72.1274,107.229,71.9575,42.8287
4500,74.52,101.713,67.812,45.1923
4650,74.1916,101.532,73.7203,43.4137
4800,76.4771,106.293,69.1739,41.9942
4950,77.796,105.883,73.1196,44.1488
5100,79.2627,104.91,70.4136,43.5788
5250,80.0312,108.038,77.4573,42.9378
5400,79.5644,106.191,74.6108,39.5758
5550,78.8381,103.728,74.508,42.9115
5700,80.6632,110.132,74.0913,41.4347
5850,78.9878,103.748,78.687,42.6151
6000,80.2709,103.427,75.5095,43.1542
6150,78.6858,108.309,77.6246,44.0094
6300,80.4187,101.3,75.6765,42.1707
6450,79.7045,100.168,77.8765,44.8184
6600,79.6417,102.363,76.8822,43.6208
6750,81.8504,107.28,76.6072,41.5278
6900,84.3554,104.226,75.063,44.4426
7050,85.7777,105.63,76.4932,40.345
7200,71.9512,83.3734,64.2268,43.3635
7350,72.2521,80.9494,61.6456,43.7357
7500,74.3223,80.4125,61.6829,43.3701
7650,69.407,113.575,85.9634,71.8036
7800,67.4108,114.336,86.7035,68.9361
7950,70.0146,113.974,86.9962,72.0182
8100,70.1252,116.024,89.2886,69.7156
8250,70.115,115.889,87.0098,71.5389
8400,68.8235,112.712,86.7669,71.751
8550,67.9947,114.685,88.0623,69.6895
8700,68.9838,116.203,89.2255,69.9888
8850,67.1853,112.66,86.4037,69.2088
9000,68.3626,114.779,86.1696,69.9736
