Time,FC,PAS,PAM,PAD
-1,74,172,134,77
0,81.4,189.2,147.4,77
150,82.4276,187.064,146.049,77
300,79.8753,190.772,149.122,77
450,80.362,192.348,148.659,78.3997
600,83.5424,187.674,150.883,75.8278
750,80.4254,187.084,149.016,78.5457
900,76.4362,152.812,115.949,63.0212
1050,73.8334,155.271,116.557,61.7883
1200,68.4426,140.688,106.935,58.1472
1350,62.9698,140.734,77.1469,60.8461
1500,65.7322,129.064,102.485,54.3881
1650,66.5009,135.568,108.598,57.4517
1800,66.2644,134.405,107.911,59.4836
1950,61.2973,94.5826,72.4277,40.1114
2100,58.5186,93.8095,79.3367,42.2452
2250,59.9879,95.6775,76.1754,42.0728
2400,58.6918,98.1811,79.8696,40.3908
2550,58.8701,102.229,75.1074,41.1632
2700,60.0573,95.1476,76.1579,40.3192
2850,73.4388,119.717,96.1092,41.368
3000,75.3324,117.618,93.5346,40.8456
3150,78.58,131.997,106.775,37.9676
3300,85.781,130.347,101.628,41.0975
3450,90.601,132.33,106.981,39.8561
3600,87.7516,136.198,103.512,42.664
3750,85.7377,141.694,106.464,39.2386
3900,79.8822,138.779,113.084,44.1066
4050,82.2006,134.493,104.603,43.0524
4200,81.9459,141.993,105.445,43.7602
4350,83.7665,132.374,101.202,43.7066
4500,85.896,136.582,104.25,40.0625
4650,90.2984,133.358,103.739,44.9559
4800,90.3668,134.451,109.931,43.8244
4950,90.4789,133.016,101.457,40.1548
5100,90.6312,132.933,108.654,41.0383
5250,88.7631,135.265,109.479,40.7778
5400,89.2496,135.32,104.195,42.7267
5550,92.163,136.137,107.889,43.4636
5700,88.833,136.708,109.956,45.0817
5850,91.4583,136.67,107.965,43.7779
6000,91.9499,136.206,103.303,43.9507
6150,95.1638,135.387,104.847,43.181
6300,78.7822,108.133,84.7807,42.6373
6450,80.7104,104.747,83.6406,44.2865
6600,78.6544,99.7467,79.6199,43.0311
6750,80.7515,100.803,82.8851,42.329
6900,75.8561,136.82,107.058,63.8266
7050,78.4762,135.474,105.852,60.4208
7200,77.8836,139.365,106.666,63.7102
7350,77.4966,136.109,109.178,62.7117
7500,79.0882,138.395,106.402,62.5422
7650,75.9509,135.978,105.747,61.7801
7800,77.4698,135.149,108.056,60.7643
7950,78.9516,138.545,106.831,61.4555
8100,75.4666,139.292,106.112,63.9156
