Time,FC,PAS,PAM,PAD
-1,80,145,121,98
0,88,159.5,133.1,98
150,89.2411,161.706,130.328,98
300,87.8577,161.348,133.514,98
450,86.9342,154.111,132.155,97.8984
600,88.3632,157.845,137.535,95.9305
750,85.1426,158.421,133.241,97.2137
900,82.8417,128.203,105.412,80.8371
1050,80.9411,152.513,108.285,81.3268
1200,76.7412,156.021,130.076,101
1350,82.6256,158.827,138.938,100.02
1500,75.2893,159.653,135.092,96.8854
1650,79.446,156.973,133.256,100.349
1800,68.2169,108.4,55.909,68.0791
1950,67.7339,111.249,57.0546,66.448
2100,75.5872,102.156,91.1427,68.2431
2250,73.6796,102.997,84.5767,67.9634
2400,67.7184,71.8651,62.118,46.3747
2550,69.5037,77.8103,68.9908,50.0522
2700,69.4767,79.7559,66.1192,42.8146
2850,66.5874,78.4324,68.6239,49.4968
3000,64.8171,74.6343,70.0231,46.6655
3150,67.6861,76.1892,64.873,44.7843
3300,69.0673,81.4773,64.3746,40.307
3450,76.2954,82.5766,65.5941,49.6064
3600,75.42,88.3967,63.9223,46.9665
3750,74.1461,83.5765,66.147,47.5615
3900,73.2324,79.0217,67.1478,50.3399
4050,75.1449,81.4423,66.4878,46.9758
4200,76.6733,81.1456,66.2148,46.5183
4350,73.0575,84.3832,63.0756,48.7169
4500,89.375,101.38,83.456,47.3457
4650,92.8917,95.9421,83.6048,44.6337
4800,100.971,100.092,91.6838,44.5737
4950,103.256,95.2241,91.1222,47.9655
5100,110.947,98.7081,90.9335,45.3271
5250,111.236,99.1889,91.5373,45.2489
5400,106.444,102.413,93.3946,50.124
5550,100.8,110.732,97.485,50.0732
5700,99.207,98.1906,92.4807,47.9676
5850,101.661,102.91,90.3661,50.3855
6000,102.88,99.897,94.5229,49.0812
6150,102.107,101.688,92.3564,48.2146
6300,101.993,104.35,92.8178,51.8214
6450,101.865,97.3032,93.6457,47.7705
6600,100.588,99.303,90.2762,45.9575
6750,101.598,106.648,92.4493,49.8896
6900,103.775,103.907,91.8332,48.8086
7050,101.572,98.9217,87.0479,49.1905
7200,101.734,103.809,89.2684,50.2142
7350,100.993,101.729,90.7938,49.4175
7500,101.783,96.4024,91.8176,49.4304
7650,101.077,103.494,92.7068,46.4984
7800,106.529,96.2908,93.2317,48.7627
7950,116.314,107.446,91.8057,48.9531
8100,112.696,101.039,93.9785,47.2653
8250,116.652,108.193,92.3801,44.3689
8400,114.911,111.831,93.3699,46.1532
8550,112.448,108.372,95.545,43.8075
8700,113.416,104.672,92.2657,49.7647
8850,115.04,102.089,94.0375,46.6539
9000,114.811,110.118,95.8856,45.626
9150,115.081,103.591,94.0675,44.9892
9300,113.639,104.675,93.5088,45.5796
9450,94.0059,87.9396,75.6329,47.7329
9600,92.6811,86.8176,69.193,47.6192
9750,90.3391,89.5841,69.533,48.2877
9900,94.0746,80.2399,72.0997,47.7063
10050,87.5965,127.399,101.913,74.7707
10200,86.4234,119.358,104.856,77.5485
10350,89.4727,123.147,104.562,73.8774
10500,87.2135,124.466,103.639,74.998
10650,86.0497,119.564,105.401,75.4946
10800,85.7603,123.748,103.006,76.7712
10950,88.4791,121.138,103.18,73.6287
11100,88.0917,120.076,104.095,77.0871
