Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
900,SUFENTANIL_induction
930,PROPOFOL_induction
960,ATRACURIUM_induction
990,Occlusion oculaire
1350,intubation
1620,SEVOFLURANE_continu
1650,Ventilation contrôlé intubée
1680,Oxygène 30%
1710,Auscultation pulmonaire
1740,Surveillance pression ballonnet
1770,Manoeuvre Recrutement Alvéolaire
1860,Pose sonde T°C
2130,Auscultation pulmonaire
2160,Surveillance points d'appui
2190,SEVOFLURANE_continu
2310,SUFENTANIL_bolus
2370,Incision
2790,Trocard sous-ombilical
2850,Inflation pneumopéritoine
3270,Auscultation pulmonaire
3300,Manoeuvre Recrutement Alvéolaire
3360,ATRACURIUM_bolus
3600,Dissection espace prépéritonéal
3930,Dissection cordon spermatique
4170,Dissection cordon zone herniaire
4470,SUFENTANIL_bolus
5760,ATRACURIUM_bolus
6300,Mise en place prothèse
8400,Déflation pneumopéritoine
8580,Fermeture
8880,Pansement
8910,stop sevoflurane
9780,Contrôle de décurarisation
9900,Décurarusation
10260,Mise en place du patient
