Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
600,pré-oxygénation
780,SUFENTANIL_induction
810,PROPOFOL_induction
840,ATRACURIUM_induction
870,Occlusion oculaire
1230,intubation
1380,SEVOFLURANE_continu
1410,Ventilation contrôlé intubée
1440,Oxygène 30%
1470,Auscultation pulmonaire
1500,Surveillance pression ballonnet
1530,Manoeuvre Recrutement Alvéolaire
1620,Pose sonde T°C
1890,Auscultation pulmonaire
1920,Surveillance points d'appui
1950,SEVOFLURANE_continu
2070,SUFENTANIL_bolus
2130,Incision
2490,Trocard sous-ombilical
2550,Inflation pneumopéritoine
2850,Auscultation pulmonaire
2880,Manoeuvre Recrutement Alvéolaire
3180,Dissection espace prépéritonéal
3240,ATRACURIUM_bolus
3510,Dissection cordon spermatique
3750,Dissection cordon zone herniaire
4050,SUFENTANIL_bolus
5460,Mise en place prothèse
7440,Déflation pneumopéritoine
7500,Fermeture
7920,Pansement
7950,stop sevoflurane
8820,Contrôle de décurarisation
8880,Décurarusation
9180,Mise en place du patient
