Time,FC,PAS,PAM,PAD
-1,81,139,101,77
0,89.1,152.9,111.1,77
150,90.6686,151.625,113.015,77
300,87.1247,149.371,113.196,77
450,86.158,154.993,107.985,78.2958
600,88.4216,155.929,111.96,77.7327
750,83.4725,118.143,84.3017,60.6848
900,84.9571,123.395,110.727,60.0355
1050,77.9034,153.073,110.422,77.938
1200,75.3401,107.473,81.0909,54.7752
1350,72.8204,102.337,53.4322,52.76
1500,74.4165,101.586,76.6673,51.0727
1650,76.3365,99.2714,74.52,52.2057
1800,73.2609,102.696,71.9516,54.7584
1950,64.0432,71.3612,52.9808,39.1612
2100,79.8714,84.4707,65.3626,37.5195
2250,69.3435,78.6857,55.7637,39.3882
2400,71.3263,70.4165,58.3349,35.7401
2550,83.7104,90.6729,69.3371,35.1189
2700,82.2848,83.5324,70.6022,33.1685
2850,84.3832,85.8115,69.8151,40.8321
3000,88.4794,95.8683,77.6636,39.545
3150,88.0158,100.415,77.9809,37.4535
3300,86.0999,100.654,81.4647,35.6855
3450,89.0045,95.7678,78.5191,35.0447
3600,90.1474,97.5853,79.5637,39.4424
3750,88.5791,97.8661,74.0221,36.8306
3900,88.7458,93.2467,74.029,34.107
4050,87.2775,96.1022,82.0033,36.3156
4200,92.1982,92.8282,76.0517,36.2249
4350,92.4005,95.4712,83.4637,37.2745
4500,92.3094,100.45,81.683,31.6928
4650,93.889,89.814,82.5956,34.9657
4800,97.9392,91.4224,82.5874,38.4133
4950,98.0373,96.2678,74.5337,35.8817
5100,99.8258,97.5465,85.6935,37.1743
5250,102.056,93.5116,79.7259,37.7554
5400,99.381,94.4187,75.2949,35.4519
5550,99.6978,90.8277,76.3489,38.0916
5700,99.5117,92.5455,83.6797,37.7769
5850,99.6654,94.8016,82.3243,38.2317
6000,99.4148,91.0433,78.2332,35.2825
6150,83.7037,75.2945,62.7489,35.4042
6300,89.1403,73.8691,64.808,35.5036
6450,87.7814,74.1745,63.7244,37.0008
6600,83.6307,112.192,87.6149,58.3794
6750,84.8762,108.598,90.3085,59.9842
6900,84.1914,110.816,88.7976,58.4047
7050,83.1266,112.519,88.4184,58.7849
7200,84.347,112.42,90.92,59.3507
7350,83.2635,110.133,90.6262,59.4853
7500,85.0018,108.613,91.183,58.4127
