Time,FC,PAS,PAM,PAD
-1,62,138,97,82
0,68.2,151.8,106.7,82
150,68.0287,154.46,108.238,82
300,67.377,154.593,106.525,82
450,70.8219,151.666,108.528,83.4434
600,68.9403,156.075,106.243,81.0565
750,66.3228,152.54,105.633,81.8286
900,68.5363,120.917,88.5567,64.9243
1050,62.9186,155.507,106.389,68.5523
1200,64.8886,153.275,105.654,81.6228
1350,64.1801,151.081,102.656,85.1156
1500,54.2496,108.783,42.8277,55.5812
1650,54.7604,102.814,41.0471,56.0195
1800,57.7631,100.515,68.872,56.3318
1950,57.7123,98.5183,66.9617,58.1704
2100,56.4945,104.938,65.7739,56.1839
2250,54.3091,85.1769,57.4709,38.2928
2400,52.667,77.4499,57.2014,40.2541
2550,50.2092,81.2766,61.2865,37.7506
2700,51.3532,81.5525,60.4144,41.3812
2850,50.2269,83.475,55.7225,39.0279
3000,52.3081,83.6197,58.723,40.2634
3150,56.9434,83.1968,56.9838,40.6816
3300,57.4627,83.7164,57.8181,40.106
3450,70.2193,93.2678,70.2429,39.9021
3600,68.4394,93.5974,66.0566,37.6284
3750,74.0248,92.6366,71.38,37.7285
3900,73.703,95.005,69.1804,40.3405
4050,74.6046,94.6141,73.2001,40.375
4200,78.4036,100.531,70.0535,37.2461
4350,74.5447,99.5042,69.2762,34.8555
4500,72.2585,99.4495,70.6587,43.1054
4650,73.3751,93.8086,67.9469,36.9645
4800,74.6776,94.3144,69.2509,38.5736
4950,74.6968,97.1531,67.8955,40.9475
5100,73.9449,96.994,76.0292,37.3771
5250,71.7979,98.6504,70.7657,38.5379
5400,73.9227,92.2893,68.3954,39.4798
5550,75.0086,94.2575,70.5114,40.6287
5700,73.8333,94.631,69.0619,37.0592
5850,72.4185,90.8903,70.4047,38.0381
6000,72.7494,97.9128,71.5521,37.6887
6150,71.7718,94.1026,70.4574,38.679
6300,74.1478,96.4546,74.4184,39.3419
6450,75.9067,97.5029,68.4666,36.1912
6600,82.1866,98.1205,68.5574,37.1366
6750,80.8434,98.6693,71.398,38.0665
6900,80.9576,94.3574,71.0209,35.8493
7050,79.5888,98.3015,68.9783,39.9822
7200,79.7661,94.9176,69.1342,39.6151
7350,80.8794,92.051,70.6235,40.5261
7500,79.9142,94.93,70.543,38.8058
7650,81.6958,94.1896,71.3229,37.3764
7800,64.742,75.5239,57.5264,40.6674
7950,65.1679,69.9909,55.9898,37.3202
8100,62.8439,71.9155,53.863,38.9585
8250,64.5611,71.3083,53.2068,40.1272
8400,62.8102,106.341,80.5117,63.3082
8550,62.5953,107.848,79.6412,66.0653
8700,63.9137,106.864,80.8294,64.1423
8850,63.7038,109.428,77.9768,63.8861
9000,62.8064,108.936,78.8118,63.6238
9150,64.5196,110.21,78.792,62.9145
9300,63.5133,107.839,79.9016,63.7401
9450,61.5694,108.34,77.9922,64.2464
