Time,FC,PAS,PAM,PAD
-1,74,107,86,73
0,81.4,117.7,94.6,73
150,79.8018,116.382,94.1397,73
300,82.9702,116.531,95.2084,73
450,81.4438,115.269,95.9478,73.3695
600,78.6971,118.621,97.6243,71.7247
750,80.7035,115.664,92.8604,71.7257
900,76.6575,97.3924,74.8409,60.2222
1050,73.7025,92.6205,75.1028,73.564
1200,72.6373,115.824,94.3118,71.9514
1350,76.8343,116.777,93.1199,70.3696
1500,73.5444,121.376,94.9422,73.2207
1650,62.2357,81.4146,40.2633,53.9778
1800,65.9307,80.6576,63.3033,52.4156
1950,67.2753,76.7582,60.9008,53.2771
2100,66.8119,76.231,62.4594,51.3342
2250,58.8686,59.5022,44.7956,38.3619
2400,63.4374,58.9855,48.585,39.1175
2550,62.8182,62.479,44.6853,35.6138
2700,62.9568,51.5915,44.8859,35.7079
2850,61.69,58.5915,48.252,40.539
3000,63.5788,55.3791,48.2791,34.0921
3150,71.6051,69.479,57.1028,31.5065
3300,79.1214,75.7423,58.0645,36.052
3450,87.2716,81.2071,60.6031,33.408
3600,88.0966,74.8601,60.038,30.7962
3750,89.4781,75.9625,61.3227,34.0011
3900,91.0133,79.9102,61.3362,33.1739
4050,85.0364,76.5457,61.99,28.0309
4200,82.1498,80.9649,61.9427,35.4595
4350,81.7376,82.0167,62.6898,35.4246
4500,84.8208,76.722,62.674,34.0873
4650,81.0546,87.1575,57.9133,32.388
4800,85.3597,80.7896,60.5041,31.712
4950,88.992,77.9673,61.8342,35.1065
5100,85.511,83.4938,64.7401,31.6692
5250,87.2215,82.2281,60.4482,33.2704
5400,89.3754,87.4595,63.543,33.6396
5550,89.962,87.0969,64.5772,34.1978
5700,86.9301,80.2748,67.1547,32.5243
5850,87.1705,80.9798,65.3466,35.1447
6000,87.2198,82.0037,63.2569,30.9478
6150,86.2601,80.2052,65.5474,31.403
6300,85.5254,78.8526,64.2584,33.8381
6450,91.6174,76.6732,63.465,32.4503
6600,96.4467,83.6434,63.8727,32.3984
6750,96.677,79.9043,63.5334,34.4911
6900,94.1263,77.4185,65.2684,34.9972
7050,93.661,77.5894,65.8047,35.1201
7200,77.7035,62.0309,50.5327,35.1905
7350,76.5127,57.2362,51.3049,33.7268
7500,75.0345,61.0046,50.1322,32.9466
7650,75.5256,87.8998,72.5468,54.4798
7800,75.2207,88.6408,74.4026,57.1347
7950,72.793,88.5157,74.5559,55.077
8100,73.5538,87.6462,72.5079,55.0309
8250,75.7113,92.1226,75.0249,57.624
8400,72.7279,90.5117,74.6841,54.9529
8550,72.7564,89.0529,74.5972,55.7337
