Time,FC,PAS,PAM,PAD
-1,49,114,76,62
0,53.9,125.4,83.6,62
150,53.0891,126.845,81.7485,62
300,54.4243,126.105,85.4814,62
450,53.9844,127.923,84.0054,61.5019
600,53.39,124.356,85.0768,60.516
750,55.5894,122.166,84.4144,62.7132
900,50.6375,97.7075,68.3958,49.4145
1050,47.5213,96.7036,64.5985,50.01
1200,47.999,125.238,83.3704,58.7446
1350,49.0769,124.29,86.5973,64.5933
1500,44.35,83.5536,36.1028,40.8968
1650,39.7515,80.9964,36.2443,45.4581
1800,44.3307,78.941,58.5174,42.1213
1950,43.3297,79.5639,53.7538,42.8252
2100,43.263,83.0329,55.7222,45.6625
2250,44.8777,74.2231,48.8273,29.1581
2400,47.0356,76.1749,54.3959,26.8371
2550,43.3156,80.6146,48.1306,29.0028
2700,43.1508,76.4811,50.4811,33.1154
2850,40.132,66.4573,48.2703,30.4472
3000,49.2804,73.5806,53.4938,29.1985
3150,46.6477,81.2724,55.1204,30.4057
3300,51.5081,83.9542,57.6011,25.0985
3450,51.4326,91.6372,61.9512,30.4061
3600,51.721,86.9807,62.7821,27.0918
3750,54.028,81.2459,60.4955,33.4372
3900,52.7681,83.6173,64.3986,29.1007
4050,53.7676,86.7685,61.1606,31.7635
4200,52.685,84.5911,62.7482,33.6101
4350,51.0869,84.0067,62.7879,28.4791
4500,56.0783,90.1229,65.173,32.5314
4650,51.9245,86.0852,59.5093,30.9658
4800,54.6432,81.5475,60.9563,33.0255
4950,53.7723,82.5807,62.988,30.7594
5100,54.3586,84.6076,59.2597,29.4069
5250,56.5807,84.7769,62.6404,34.0988
5400,59.0012,83.6626,59.4386,32.5924
5550,57.7541,84.3115,61.5833,30.7039
5700,61.3209,82.8639,62.561,28.1363
5850,58.8121,79.4124,59.3134,31.1915
6000,58.9109,81.2599,64.1799,32.9746
6150,57.0958,82.4231,60.4581,32.9733
6300,58.2653,82.0416,59.0649,31.652
6450,45.9783,67.851,50.3779,30.3074
6600,48.5277,61.4312,49.9756,34.2252
6750,48.3934,64.3669,46.7694,35.7471
6900,50.697,62.1711,46.3996,35.4381
7050,48.3992,53.5008,44.9773,33.342
7200,51.6478,95.1338,70.3754,53.9547
7350,50.4822,92.1916,70.4976,53.3346
7500,51.0313,94.4452,69.0843,55.0422
7650,51.7241,95.3603,71.2312,52.3797
7800,51.2803,95.3847,71.922,53.0835
7950,52.852,91.6908,69.8728,52.2171
8100,54.1774,96.0226,68.7509,55.1553
8250,52.6749,91.8203,69.4197,53.6649
8400,53.1654,91.2134,72.0452,55.0516
8550,52.0811,96.2594,71.7393,54.4092
