Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
840,SUFENTANIL_induction
870,PROPOFOL_induction
900,ATRACURIUM_induction
930,Occlusion oculaire
1290,intubation
1500,SEVOFLURANE_continu
1530,Ventilation contrôlé intubée
1560,Oxygène 30%
1590,Auscultation pulmonaire
1620,Surveillance pression ballonnet
1650,Manoeuvre Recrutement Alvéolaire
1740,Pose sonde T°C
2010,Auscultation pulmonaire
2040,Surveillance points d'appui
2190,SEVOFLURANE_continu
2220,SUFENTANIL_bolus
2280,Incision
2520,Trocard sous-ombilical
2580,Inflation pneumopéritoine
2820,Auscultation pulmonaire
2850,Manoeuvre Recrutement Alvéolaire
3150,Dissection espace prépéritonéal
3330,ATRACURIUM_bolus
3480,Dissection cordon spermatique
3720,Dissection cordon zone herniaire
4020,SUFENTANIL_bolus
5250,Mise en place prothèse
7290,Déflation pneumopéritoine
7470,Fermeture
7770,Pansement
7800,stop sevoflurane
8490,Contrôle de décurarisation
8550,Décurarusation
8910,Mise en place du patient
