Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
840,SUFENTANIL_induction
870,PROPOFOL_induction
900,ATRACURIUM_induction
930,Occlusion oculaire
1350,intubation
1620,SEVOFLURANE_continu
1650,Ventilation contrôlé intubée
1680,Oxygène 30%
1710,Auscultation pulmonaire
1740,Surveillance pression ballonnet
1770,Manoeuvre Recrutement Alvéolaire
1860,Pose sonde T°C
2130,Auscultation pulmonaire
2160,Surveillance points d'appui
2190,SEVOFLURANE_continu
2310,SUFENTANIL_bolus
2370,Incision
2670,Trocard sous-ombilical
2730,Inflation pneumopéritoine
3240,ATRACURIUM_bolus
3330,Auscultation pulmonaire
3360,Manoeuvre Recrutement Alvéolaire
3660,Dissection espace prépéritonéal
3990,Dissection cordon spermatique
4230,Dissection cordon zone herniaire
4530,SUFENTANIL_bolus
5580,ATRACURIUM_bolus
6300,Mise en place prothèse
8400,Déflation pneumopéritoine
8520,Fermeture
8820,Pansement
8850,stop sevoflurane
9660,Contrôle de décurarisation
9840,Décurarusation
10320,Mise en place du patient
