Time,FC,PAS,PAM,PAD
-1,55,138,83,66
0,60.5,151.8,91.3,66
150,60.9598,154.91,92.0224,66
300,61.0141,154.525,90.2073,66
450,61.0946,146.502,88.4665,66.5499
600,61.1308,158.139,92.7637,64.888
750,56.884,122.243,72.0817,54.4483
900,53.4158,118.602,70.0757,55.2337
1050,56.7696,144.735,93.7498,64.4388
1200,50.1041,104.192,66.3473,47.3822
1350,46.6194,114.921,43.1235,46.3446
1500,50.3376,110.108,65.1058,43.2424
1650,48.0429,115.808,59.8201,44.8597
1800,47.1186,76.0202,42.4506,31.3813
1950,47.2415,78.7334,47.4365,34.674
2100,46.1936,82.3897,49.4572,33.9041
2250,45.6667,69.2448,41.4125,32.3986
2400,47.3813,63.7902,52.1947,33.9904
2550,46.8246,73.9668,50.4608,35.5724
2700,45.8616,76.9061,50.674,35.0312
2850,54.488,94.0655,58.5569,31.6108
3000,59.794,97.5696,60.3682,31.3419
3150,69.2126,104.74,63.4835,33.4565
3300,65.2145,104.725,62.9247,32.6318
3450,64.5896,102.648,64.3517,37.4128
3600,66.5395,98.556,68.3595,33.1203
3750,61.6718,94.9668,62.8427,36.5016
3900,60.3543,107.002,64.5142,34.0064
4050,59.9194,117.305,68.6965,36.8933
4200,62.2285,108.925,68.54,36.2734
4350,65.5294,110.773,68.6555,34.6082
4500,63.3382,112.125,64.138,32.2017
4650,68.2176,104.725,68.1533,34.4348
4800,66.1332,114.299,68.8808,33.1535
4950,66.2192,103.969,72.4596,36.4433
5100,64.8892,101.743,72.5656,33.5119
5250,64.7274,100.598,69.181,33.9598
5400,66.385,103.463,66.1367,34.7
5550,65.2622,100.057,68.2721,34.5368
5700,65.6897,102.967,68.2786,35.7104
5850,66.8024,103.728,70.792,35.2957
6000,69.7526,103.044,69.3821,36.2374
6150,74.0845,96.7969,70.1033,34.1963
6300,59.9519,80.2237,59.9093,35.9947
6450,60.5879,76.2804,56.9598,34.2728
6600,59.748,80.6323,57.4076,32.8422
6750,56.3608,112.139,77.4048,52.8027
6900,57.9138,109.508,75.8256,51.7456
7050,55.9408,110.889,77.2024,52.0909
7200,57.6024,112.363,74.6909,51.4779
7350,58.0905,116.099,77.3609,52.1833
7500,57.9372,113.179,76.7011,53.4858
7650,57.5136,110.592,75.7393,52.285
7800,55.6856,113.453,75.2925,54.3698
7950,57.1046,117.239,74.3424,54.1406
