Time,FC,PAS,PAM,PAD
-1,62,177,114,83
0,68.2,194.7,125.4,83
150,67.7261,195.01,127.426,83
300,68.1686,192.959,126.02,83
450,68.7747,194.602,123.183,82.1497
600,69.1915,194.794,126.403,84.3148
750,65.1817,152.74,103.276,63.2975
900,62.2145,157.643,104.008,65.0856
1050,60.3221,200.842,128.611,85.0481
1200,51.4457,129.808,47.3556,56.4349
1350,52.1582,134.515,50.1244,56.1848
1500,54.6785,132.26,78.1535,56.2335
1650,53.3259,129.51,80.3206,58.5736
1800,53.8171,131.543,78.5874,55.267
1950,52.5137,103.212,68.2834,41.4942
2100,58.2114,117.015,72.6046,39.6223
2250,50.6213,111.501,61.3014,39.724
2400,50.3591,115.975,58.7635,43.7898
2550,50.4249,114.347,55.7871,38.3122
2700,61.7356,124.284,70.2081,41.4684
2850,57.7769,123.053,70.7037,40.1056
3000,67.8316,128.633,75.2524,38.6153
3150,65.1493,128.786,78.2838,42.7407
3300,77.431,131.076,79.6376,39.0101
3450,75.0262,128.57,83.0958,39.8387
3600,68.2068,134.268,76.4816,37.7952
3750,65.5466,135.933,85.5749,41.6855
3900,62.801,135.333,82.4618,39.9559
4050,66.8586,128.867,79.7099,42.1428
4200,69.262,131.477,83.9482,41.2931
4350,69.1753,134.341,85.6472,37.2464
4500,72.7443,134.021,84.367,40.8084
4650,71.5446,130.114,76.6307,37.7086
4800,70.5046,134.505,86.2662,40.3283
4950,71.9326,129.428,80.9645,36.0532
5100,72.1525,132.32,82.7653,40.7743
5250,72.5462,132.867,80.6376,38.0509
5400,72.4939,130.986,80.8034,40.4729
5550,74.9186,129.933,82.6186,40.7057
5700,74.0094,132.625,86.363,43.3442
5850,76.9897,132.294,85.4594,42.2763
6000,79.6394,130.249,82.2849,44.1095
6150,80.4745,131.949,84.9029,43.4394
6300,80.4726,129.045,83.7635,42.4458
6450,63.3107,108.862,64.5741,43.0282
6600,65.8022,100.924,59.6811,43.2061
6750,63.7184,101.422,57.9997,41.7223
6900,64.2475,104.683,58.2444,43.4964
7050,63.5866,152.995,92.097,69.6801
7200,64.2091,153.538,89.5134,69.1664
7350,63.6115,153.41,94.0856,68.4974
7500,65.4897,152.646,92.3072,68.2214
7650,63.432,149.524,92.1419,68.2011
7800,64.6108,149.223,91.3163,69.7172
7950,62.6893,151.772,93.833,67.6028
8100,64.7956,153.325,93.3347,69.8067
8250,65.5829,150.398,92.5006,67.5796
