Time,Event
0,Mise en place du patient
30,Monitorage FC
60,Monitorage PAM
90,Monitorage SPO2
120,Monitorage BIS
150,pose VVP (cathlon)
390,Bair hugger
450,CEFAZOLINE_bolus
540,pré-oxygénation
720,SUFENTANIL_induction
750,PROPOFOL_induction
780,ATRACURIUM_induction
840,Occlusion oculaire
1050,intubation
1140,SEVOFLURANE_continu
1170,Ventilation contrôlé intubée
1200,Oxygène 30%
1230,Auscultation pulmonaire
1260,Surveillance pression ballonnet
1290,Manoeuvre Recrutement Alvéolaire
1380,Pose sonde T°C
1650,Auscultation pulmonaire
1680,Surveillance points d'appui
1830,SEVOFLURANE_continu
1860,SUFENTANIL_bolus
1920,Incision
2040,Trocard sous-ombilical
2490,Inflation pneumopéritoine
2520,Auscultation pulmonaire
2550,Manoeuvre Recrutement Alvéolaire
2850,Dissection espace prépéritonéal
3180,Dissection cordon spermatique
3210,ATRACURIUM_bolus
3420,Dissection cordon zone herniaire
3720,SUFENTANIL_bolus
4830,Mise en place prothèse
6930,Déflation pneumopéritoine
7050,Fermeture
7470,Pansement
7500,stop sevoflurane
8370,Contrôle de décurarisation
8550,Décurarusation
8970,Mise en place du patient
