Time,FC,PAS,PAM,PAD
-1,73,163,114,81
0,80.3,179.3,125.4,81
150,79.821,182.891,127.47,81
300,78.4598,182.963,125.109,81
450,79.4924,177.399,130.002,82.5746
600,79.6105,179.365,127.332,81.539
750,79.8161,179.784,122.998,79.515
900,73.9831,139.07,97.0214,64.5635
1050,70.5671,145.838,102.172,65.6439
1200,73.3187,175.093,128.195,79.3964
1350,71.3565,177.613,126.072,80.2373
1500,74.2519,176.208,126.702,78.6439
1650,73.7858,180.91,120.904,79.6865
1800,60.5943,126.589,51.2179,57.2533
1950,65.8183,127.133,79.6545,57.1193
2100,65.3883,123.232,77.3544,55.8795
2250,66.5535,122.696,81.2104,58.5958
2400,55.46,89.9398,51.3473,36.0343
2550,58.3697,88.3823,61.0932,42.2923
2700,58.2975,95.0192,63.839,37.9567
2850,57.2632,91.2557,60.2547,35.0499
3000,58.7309,100.416,72.99,39.5145
3150,58.833,95.6698,65.8511,38.9617
3300,63.0954,99.3172,69.5744,42.3921
3450,66.7221,96.242,68.4532,45.35
3600,65.5521,98.3594,71.5939,39.7062
3750,64.3086,98.3333,70.2576,44.3546
3900,63.7855,91.13,66.4835,40.1479
4050,63.9878,98.0381,64.0835,43.4709
4200,65.7416,95.4294,67.3725,41.4505
4350,78.0424,114.246,77.5873,42.7197
4500,81.504,117.812,75.8918,40.8864
4650,87.6212,120.683,82.4231,38.3236
4800,91.2204,120.157,80.3022,40.8764
4950,96.1841,123.521,78.3279,39.5009
5100,96.8218,120.923,81.7091,43.28
5250,91.793,123.658,81.6312,41.5119
5400,88.7276,127.893,84.5015,41.5424
5550,87.6738,117.986,81.5146,37.3304
5700,86.8826,116.228,83.1147,42.6967
5850,88.6064,124.48,80.2143,42.679
6000,86.0911,127.374,83.0976,40.2729
6150,88.7896,120.204,78.1643,42.492
6300,85.3434,119.936,80.0744,39.5741
6450,87.2754,121.613,76.8206,38.5525
6600,86.5755,122.434,83.9194,43.1015
6750,89.2809,117.801,77.6924,41.4966
6900,88.8913,121.825,80.0671,40.2958
7050,87.4225,124.04,78.1597,45.73
7200,88.3379,117.993,77.1259,40.9367
7350,87.6297,123.784,79.3079,41.4958
7500,91.3561,120.072,78.4376,40.9037
7650,94.9439,122.7,79.1263,41.2844
7800,96.4998,118.215,79.9131,44.6348
7950,97.6783,117.802,78.8821,41.4428
8100,96.6411,118.208,82.924,45.2897
8250,95.7155,124.304,79.4663,41.4664
8400,95.7163,122.117,83.3432,43.4907
8550,97.5145,117.802,78.3516,39.8063
8700,96.1517,120.971,79.1461,40.8456
8850,95.5961,117.562,77.1421,43.1755
9000,95.9252,122.768,77.7962,40.955
9150,95.0322,121.996,78.3303,42.8773
9300,95.2253,117.436,79.2193,43.6234
9450,77.8934,96.5099,62.473,42.0891
9600,76.1861,92.769,57.8365,42.9882
9750,76.1218,90.9859,60.1343,41.0682
9900,75.046,136.002,90.4579,64.5162
10050,74.2019,136.512,88.027,63.8553
10200,74.1642,134.343,89.2125,66.5032
10350,72.6428,136.442,90.1106,64.7985
10500,74.3639,132.836,88.928,65.3635
10650,73.8235,136.078,87.732,64.9413
10800,73.2819,132.664,88.3205,64.1637
