Time,FC,PAS,PAM,PAD
-1,88,246,184,146
0,96.8,270.6,202.4,146
150,98.3758,273.943,198.777,146
300,99.1792,268.44,203.58,146
450,97.8766,268.975,200.639,146.216
600,99.6056,269.517,208.177,147.22
750,98.0219,262.318,204.853,144.237
900,92.9645,221.352,156.903,120.233
1050,85.499,219.647,157.639,117.764
1200,88.1332,269.668,198.437,145.364
1350,85.5364,265.617,208.613,142.311
1500,78.7586,192.421,143.528,106.491
1650,71.9183,199.747,92.669,101.874
1800,78.3998,188.892,136.58,101.885
1950,77.9376,188.254,131.738,100.609
2100,79.1559,190.039,133.026,100.593
2250,69.2459,136.806,93.2296,70.8233
2400,67.5956,146.313,99.6309,76.9732
2550,71.7722,144.313,100.164,69.6752
2700,69.1905,144.039,107.112,69.6029
2850,71.2143,148.08,106.511,75.6073
3000,68.8212,147.7,104.937,68.5908
3150,69.7838,145.937,104.838,77.5872
3300,69.3295,142.691,110.518,77.3984
3450,73.5472,143.062,110.957,73.8314
3600,76.0394,146.712,108.364,75.4588
3750,79.7321,149.947,103.828,76.4075
3900,78.8422,146.546,113.526,71.2524
4050,98.4081,175.091,132.684,72.1226
4200,100.881,181.116,132.24,73.4848
4350,108.93,197.397,133.614,74.255
4500,110.909,197.307,138.934,70.0816
4650,110.612,203.698,137.592,72.3411
4800,106.54,197.636,139.658,75.6584
4950,100.418,194.702,136.818,73.0973
5100,103.835,199.864,143.265,70.1381
5250,107.489,202.585,140.252,70.4252
5400,108.122,198.066,137.743,74.9083
5550,106.804,203.173,137.992,74.0085
5700,106.558,195.46,137.522,74.96
5850,103.588,194.388,140.842,70.5688
6000,107.057,194.303,138.815,74.2111
6150,105.214,194.282,136.251,70.8683
6300,106.087,187.765,139.594,69.9209
6450,105.45,196.343,139.81,71.2537
6600,104.759,188.878,135.169,70.7961
6750,106.576,191.224,141.649,71.6827
6900,104.648,193.587,136.08,70.524
7050,103.883,197.104,140.339,70.377
7200,103.101,189.246,141.982,72.0188
7350,100.536,193.786,140.247,70.1846
7500,106.224,196.151,140.078,73.0282
7650,110.592,202.324,140.446,71.4529
7800,114.186,195.746,137.287,72.6131
7950,112.844,195.525,141.761,70.5335
8100,114.695,192.147,140.152,72.1156
8250,117.734,193.241,137.8,70.9148
8400,116.976,196.881,139.783,71.8103
8550,115.601,193.819,138.078,72.0677
8700,114.427,195.343,136.492,72.0685
8850,116.653,197.387,138.717,71.8082
9000,93.5787,153.701,111.062,73.153
9150,92.9604,152.136,106.233,71.9887
9300,93.7446,151.221,107.427,70.8798
9450,82.203,136.768,95.9875,73.2995
9600,90.864,214.631,155.091,116.415
9750,92.1772,213.914,155.909,116.554
9900,92.6401,212.805,156.079,115.351
10050,89.284,216.269,159.005,116.143
10200,92.7488,213.845,156.89,114.91
10350,90.7081,210.275,158.692,113.654
10500,92.0281,214.608,155.841,116.666
10650,91.2894,210.528,157.696,113.425
10800,91.7966,214.962,158.99,115.246
