Time,FC,PAS,PAM,PAD
-1,70,112,79,65
0,77,123.2,86.9,65
150,77.4842,121.582,86.4391,65
300,77.969,125.85,88.6472,65
450,76.0412,124.14,86.0845,66.2793
600,75.6451,121.781,87.7662,64.6345
750,77.5124,121.351,83.1692,64.4312
900,72.6243,106.074,71.3017,49.9372
1050,69.2457,105.843,75.9882,52.4307
1200,69.0592,123.676,84.0509,67.9701
1350,58.6822,83.8303,33.9734,46.1091
1500,56.6596,90.199,34.3859,41.438
1650,62.4425,81.0324,55.863,47.5989
1800,60.2568,83.6439,58.9701,39.698
1950,56.7129,55.4683,36.9999,28.4926
2100,60.1395,63.3728,39.1117,33.4217
2250,56.5145,59.7905,43.6145,31.6859
2400,54.3208,53.0534,46.8685,36.2313
2550,54.424,62.8851,34.7997,35.0908
2700,58.2456,52.0756,36.0183,35.9272
2850,59.3898,54.4481,42.7032,29.9885
3000,69.6432,74.2423,47.796,31.063
3150,70.6119,72.0418,57.1541,35.0051
3300,75.6372,86.8361,61.6198,27.9558
3450,75.8363,76.2368,57.5886,34.5567
3600,79.5681,73.8479,57.5268,33.3941
3750,80.2934,79.3357,57.2185,27.7002
3900,79.7433,88.2305,55.9808,29.4656
4050,77.2265,89.2167,60.3245,29.7218
4200,76.5308,81.5387,56.478,35.2668
4350,77.5553,88.0846,56.577,30.2516
4500,74.015,86.9256,57.8229,31.303
4650,78.2091,86.5946,59.3822,32.4239
4800,76.3103,81.2071,57.6088,35.2927
4950,77.5606,79.1062,55.594,28.5203
5100,83.0251,79.9801,56.1471,30.9264
5250,84.4211,86.6146,62.1011,32.7389
5400,84.0201,85.4425,61.498,32.5235
5550,83.1492,79.5587,60.4341,33.3005
5700,83.1123,85.1478,58.6467,34.6657
5850,81.9176,83.7342,58.3532,33.0558
6000,85.4014,79.0396,64.7181,31.6866
6150,79.4358,81.5916,63.2878,29.8343
6300,80.9757,80.12,61.5466,35.4074
6450,79.0467,82.4464,63.7084,33.9407
6600,79.7745,87.3316,61.6875,31.4544
6750,84.7988,84.4491,64.0612,32.029
6900,71.253,63.9475,51.2307,33.2864
7050,73.4628,64.5644,52.8456,30.8594
7200,73.9918,65.3849,49.9494,34.7575
7350,73.1716,96.7929,69.0252,53.1498
7500,70.1376,97.2082,68.9162,52.3127
7650,71.7032,92.6064,71.8653,52.1943
7800,71.8526,93.5127,71.2748,55.3514
7950,72.3966,96.1329,70.9928,51.5683
8100,71.5218,93.0908,71.9492,53.0265
8250,71.5976,91.7358,69.6223,52.4964
8400,71.4983,92.426,72.1043,52.899
8550,70.1194,97.4468,72.35,52.1123
8700,72.8684,94.3438,72.7448,53.2379
