Time,FC,PAS,PAM,PAD
-1,57,109,87,76
0,62.7,119.9,95.7,76
150,61.4856,119.785,93.4781,76
300,64.1371,118.228,97.8671,76
450,62.2415,121.685,93.69,74.3139
600,60.9008,122.089,93.8217,74.255
750,62.8328,123.539,95.5361,75.6318
900,58.9031,122.014,98.9093,75.3558
1050,55.8244,94.3696,75.822,57.5322
1200,60.3274,93.6009,82.3508,60.8591
1350,56.8606,111.963,93.9666,75.2789
1500,55.7552,119.471,95.2105,76.9839
1650,56.2343,121.424,92.6509,77.4403
1800,47.3823,81.3716,42.2504,52.3119
1950,45.8926,82.5173,40.1682,53.7539
2100,52.1918,83.4548,67.941,54.262
2250,50.4196,84.1528,64.8439,48.4237
2400,44.8543,55.8738,45.6073,37.3525
2550,46.2743,65.864,47.6771,35.5676
2700,44.2277,56.9448,48.3803,42.2838
2850,48.3478,57.8049,49.8414,40.0247
3000,47.4359,58.2896,50.1805,35.9136
3150,52.6289,63.1632,63.8889,36.656
3300,47.2798,58.7124,57.3562,38
3450,52.3796,58.1682,63.4888,33.0496
3600,53.5448,55.8299,63.9874,37.5651
3750,51.5314,55.9072,52.1347,35.0831
3900,49.8157,61.7807,57.6684,34.7969
4050,53.073,60.9701,57.1157,36.3214
4200,50.5854,54.9917,56.3715,37.919
4350,50.3636,56.7971,62.2848,34.9986
4500,52.6978,55.0892,63.0833,36.166
4650,52.1455,54.5313,62.217,34.9132
4800,60.7193,66.9719,68.1819,38.191
4950,64.6889,68.5086,66.586,32.7523
5100,68.9688,63.9431,67.2658,31.6399
5250,72.8827,69.5489,66.3564,35.3011
5400,74.9394,69.775,66.2501,37.3439
5550,67.462,62.1981,67.8309,36.9461
5700,65.6036,62.2194,69.8353,38.0561
5850,61.6848,67.1492,74.7632,31.9704
6000,64.5388,65.4057,70.0864,36.2532
6150,67.0681,66.0936,70.6857,37.1525
6300,63.4099,63.4898,65.1554,38.6242
6450,61.8357,69.9403,67.6657,40.5072
6600,63.591,72.7804,66.9712,39.9902
6750,66.335,68.0019,69.6165,36.86
6900,66.2869,73.0463,70.1355,35.4655
7050,62.1848,71.7043,65.7975,38.0849
7200,67.1726,69.5182,65.9153,41.002
7350,64.3185,69.5248,67.0184,37.1917
7500,64.7808,65.4454,69.6839,41.5186
7650,65.8011,69.8479,67.3186,39.6465
7800,67.2374,64.9073,72.0259,35.4816
7950,66.4005,74.1426,71.8305,40.8163
8100,72.1605,72.9382,69.7956,40.6859
8250,71.7323,76.7401,72.8701,37.115
8400,72.0456,69.2386,68.2088,39.2722
8550,71.5407,76.4765,66.5741,36.6821
8700,75.2211,74.0708,69.5149,38.1171
8850,71.7258,76.1055,72.3696,37.7335
9000,74.8606,78.6354,70.657,33.9905
9150,73.8563,74.1735,66.3099,33.745
9300,73.657,75.8099,66.0898,38.5274
9450,69.9749,81.9349,73.4804,39.5562
9600,74.4377,73.1024,68.5413,36.7569
9750,74.4772,80.0464,68.0299,35.3758
9900,57.0087,58.6922,57.3229,36.7017
10050,55.1886,61.5508,54.697,37.9251
10200,55.1525,63.7085,53.2153,36.7939
10350,51.6875,87.3276,74.0062,60.5161
10500,53.6912,84.9944,73.9476,60.686
10650,54.3895,85.5121,73.6966,58.9101
10800,53.5204,88.2709,75.1593,60.7384
10950,54.2945,89.6997,74.121,61.4755
11100,53.3444,88.9858,72.9616,59.3361
11250,50.8426,85.3829,72.2214,59.3185
11400,52.2824,89.5741,74.4825,62.6191
