Time,FC,PAS,PAM,PAD
-1,65,135,101,97
0,71.5,148.5,111.1,97
150,70.4512,145.399,108.525,97
300,72.2472,147.766,109.899,97
450,72.7723,154.405,108.38,95.4233
600,70.8356,151.564,109.97,97.6182
750,69.3437,150.029,111.979,98.8477
900,68.9995,113.511,84.6398,75.8995
1050,64.2211,119.769,115.833,79.4127
1200,62.143,112.846,78.7337,72.6412
1350,57.0072,110.084,50.1309,72.778
1500,57.4446,108.529,66.5763,72.9827
1650,59.5921,109.267,71.2264,74.3328
1800,56.7457,113.026,65.2669,74.6987
1950,55.0368,76.8289,50.6988,47.6319
2100,65.8858,98.9656,66.7711,52.2946
2250,54.5143,94.3397,59.9315,56.2366
2400,56.6001,95.9566,57.3039,56.548
2550,53.1334,98.29,58.4,53.5874
2700,65.1012,103.544,65.2523,51.2842
2850,65.0099,106.266,68.1954,48.3332
3000,62.1216,104.84,72.5649,51.8901
3150,66.8326,112.763,73.1032,50.4625
3300,73.8002,103.039,75.1414,53.48
3450,75.575,110.931,75.3424,51.4948
3600,76.2176,103.808,72.8654,53.0119
3750,71.9319,108.438,73.7468,50.6249
3900,70.2295,117.631,73.1945,50.2454
4050,71.7745,107.307,76.5655,49.0947
4200,66.8677,109.977,71.4775,51.7768
4350,71.5489,108.376,73.3986,56.7531
4500,77.0856,110.632,79.6231,47.4161
4650,77.0833,102.111,73.5571,48.0317
4800,77.6239,101.588,73.6403,50.9823
4950,75.3431,100.388,73.0493,52.6922
5100,74.5387,102.52,73.0022,51.8915
5250,77.1667,99.1228,75.5618,54.0886
5400,76.2576,102.927,77.1977,52.8311
5550,76.8269,111.644,77.29,54.0875
5700,80.7328,101.512,69.7378,52.4922
5850,77.8221,108.267,75.1934,55.4029
6000,80.0836,111.453,73.0812,54.852
6150,70.3568,87.0088,57.9558,52.4281
6300,71.2617,82.6358,55.2661,54.4168
6450,71.8049,81.982,55.5571,52.0553
6600,70.7111,103.789,84.9928,80.5144
6750,70.3817,106.384,81.818,77.171
6900,69.1296,111.585,85.053,78.1974
7050,67.7336,110.418,83.5381,77.2332
7200,70.9703,109.915,82.7704,75.4455
7350,71.3806,113.465,84.7105,76.7321
7500,71.1754,114.652,82.945,74.9745
