Time,FC,PAS,PAM,PAD
-1,76,172,99,67
0,83.6,189.2,108.9,67
150,82.7463,188.097,108.007,67
300,84.9893,188.393,107.92,67
450,82.7376,186.982,108.03,68.8664
600,83.0293,189.953,109.531,66.4285
750,85.4137,190.693,105.212,68.8245
900,81.0098,151.526,86.2466,51.8383
1050,74.5256,154.716,89.3743,50.7696
1200,72.9116,194.388,109.256,66.471
1350,77.049,191.368,112.267,66.7044
1500,61.8638,125.764,44.0899,51.5581
1650,67.8222,127.373,71.7415,46.4675
1800,64.1312,133.526,69.209,45.5982
1950,60.6033,91.1233,51.6766,29.7198
2100,56.973,87.7499,53.3996,35.5543
2250,63.7282,95.5669,49.8623,36.4355
2400,77.6906,107.85,68.6164,36.3459
2550,65.4159,92.8074,66.7603,36.2209
2700,63.0414,90.8903,67.0846,36.2621
2850,73.5108,109.311,74.0289,33.7315
3000,78.5524,112.621,71.7799,32.7284
3150,84.8741,119.916,78.8575,34.2295
3300,88.8346,123.933,74.1973,34.4483
3450,91.1506,130.546,76.7864,31.9114
3600,94.2971,124.629,79.3972,28.6542
3750,87.2782,116.926,76.4841,31.8472
3900,85.2732,126.007,79.9322,30.4914
4050,82.9727,118.923,77.1419,28.197
4200,87.3204,123.899,77.4282,31.8809
4350,89.0871,118.563,76.7113,32.5115
4500,89.2284,121.03,79.2854,27.7692
4650,92.7639,119.231,78.5516,32.1828
4800,89.989,125.348,83.746,28.6948
4950,91.8847,119.464,79.943,28.4992
5100,91.2156,118.514,80.4646,30.1575
5250,93.2677,124.03,77.5601,29.8946
5400,92.3162,122.643,77.6226,32.2345
5550,90.196,123.555,80.9549,30.4249
5700,90.9451,125.27,80.5907,31.1223
5850,96.1244,118.018,83.9411,31.6095
6000,97.8771,122.055,84.085,27.4478
6150,100.473,121.754,79.2126,27.605
6300,85.6209,98.8538,65.6599,27.8429
6450,85.5703,95.9756,66.2134,27.2614
6600,87.6009,99.1795,65.6399,29.0502
6750,81.1998,143.803,89.3842,45.4666
6900,79.2888,139.612,89.3514,46.5934
7050,80.4971,141.214,91.1675,47.3788
7200,80.2514,136.312,89.5943,48.5071
7350,81.8622,141.787,91.4287,45.7932
7500,80.8521,136.199,91.0672,49.101
7650,82.8209,137.272,90.8167,47.1041
7800,79.4044,137.089,88.7197,48.8616
