Time,FC,PAS,PAM,PAD
-1,75,152,102,74
0,82.5,167.2,112.2,74
150,84.4738,167.132,114.98,74
300,83.4527,166.639,110.859,74
450,80.4602,162.532,110.454,72.2887
600,81.4342,167.298,111.447,73.6478
750,82.894,168.222,111.043,74.1301
900,76.7478,132.237,94.1128,59.8759
1050,73.5255,129.128,94.39,54.8191
1200,73.4741,165.093,111.931,73.233
1350,73.6099,166.748,114.265,72.7364
1500,73.329,162.516,118.824,74.5993
1650,65.4867,124.408,44.5862,53.0478
1800,62.59,111.351,42.7664,54.2514
1950,68.4882,109.644,73.0223,50.3904
2100,68.0111,115.41,69.7605,51.7315
2250,62.5045,74.9194,52.9548,37.3353
2400,67.2671,77.2637,55.2664,32.9173
2550,61.996,80.023,56.7811,32.9449
2700,62.1925,82.0334,62.8557,39.562
2850,63.2138,85.6043,59.9629,35.9865
3000,63.6518,83.9654,62.4947,39.1587
3150,61.1731,89.4427,64.5943,35.1739
3300,60.7505,85.8088,63.5203,35.7057
3450,63.2698,89.4798,61.8815,39.2821
3600,64.8357,88.4593,57.2288,33.5348
3750,81.3754,100.145,71.4783,36.783
3900,87.0144,99.1399,69.9787,40.9068
4050,94.7912,107.703,72.2731,37.1963
4200,96.0769,107.114,70.6624,36.9846
4350,97.5125,107.822,71.5723,39.2657
4500,100.218,110.135,72.9679,36.3352
4650,93.03,111.323,77.3286,37.0799
4800,89.8078,106.509,74.2572,39.3119
4950,86.5795,112.986,73.5278,36.2888
5100,88.7242,105.197,79.6038,41.7643
5250,90.4205,113.019,76.41,40.7829
5400,95.4872,104.036,74.0082,40.6485
5550,95.0893,109.6,68.8962,38.4408
5700,94.4397,114.779,73.8337,41.1068
5850,95.5193,112.62,71.6987,39.5135
6000,94.1413,110.721,75.5725,37.3449
6150,92.4804,113.707,73.8026,36.5718
6300,95.9219,113.129,70.7316,37.5525
6450,94.4322,111.21,72.9241,37.9378
6600,95.2672,107.355,71.6366,34.6915
6750,91.6302,113.003,71.7176,37.0112
6900,92.4678,107.154,74.91,38.4475
7050,94.4378,115.405,75.7958,38.1549
7200,93.8208,113.69,72.226,33.5396
7350,92.3885,106.913,74.3156,39.3146
7500,97.5278,109.13,73.8619,34.8505
7650,101.069,110.952,76.345,34.9863
7800,103.773,111.394,78.3276,36.7716
7950,103.773,112.55,77.5785,39.4653
8100,86.2994,91.7286,63.6631,33.4732
8250,87.7182,94.9869,65.3377,35.2993
8400,85.8122,96.6855,66.0527,37.2592
8550,81.2109,133.008,90.7892,56.1169
8700,80.979,127.543,90.9704,56.5434
8850,79.6585,128.55,91.9371,55.5868
9000,79.9228,128.743,88.5931,56.2099
9150,80.6541,131.633,89.0008,55.0918
9300,81.5114,126.991,91.0703,58.261
9450,79.8914,129.944,92.1703,55.4441
9600,80.2706,128.973,91.5483,55.9082
9750,82.0469,132.797,89.7744,56.1942
