Time,FC,PAS,PAM,PAD
-1,77,138,98,78
0,84.7,151.8,107.8,78
150,83.9792,148.387,107.289,78
300,84.457,152.049,108.779,78
450,84.1069,148.082,104.199,76.1876
600,85.8512,154.573,105.152,76.3679
750,85.3364,155.612,106.754,76.2128
900,80.1197,148.459,111.371,76.6043
1050,78.6667,119.814,85.0585,61.5255
1200,77.2795,156.737,84.8395,62.1516
1350,76.0822,155.104,108.28,74.9562
1500,78.4287,148.816,106.622,79.5539
1650,75.9772,150.736,110.252,75.467
1800,77.1427,149.939,108.729,75.771
1950,73.8462,148.523,104.641,79.3515
2100,64.3299,108.92,52.219,52.4098
2250,69.0171,109.896,72.6213,53.8337
2400,68.1695,103.911,70.9133,58.7698
2550,59.7876,78.9254,51.6071,36.651
2700,60.6109,77.6903,56.7232,39.0189
2850,59.5304,86.8559,60.3745,37.1996
3000,63.1377,76.76,60.773,41.9878
3150,63.8507,82.5287,58.9813,39.4107
3300,64.2007,79.0543,59.5167,36.6813
3450,65.7,79.5616,61.1367,32.9025
3600,68.933,78.6301,60.5618,38.6566
3750,71.9936,81.5238,62.3554,40.2497
3900,72.1411,82.4095,60.2554,39.1265
4050,73.8282,86.8211,63.3125,40.1529
4200,74.1791,84.2803,62.1457,38.8664
4350,73.0174,87.7169,64.4066,39.5629
4500,74.3885,84.0991,66.4333,37.9604
4650,74.4601,82.7068,63.1311,40.2472
4800,74.4888,84.1701,66.2315,39.3213
4950,73.2751,90.9905,61.3596,39.5958
5100,73.6572,83.2092,63.162,37.955
5250,75.3589,83.0179,64.7821,38.0121
5400,76.2603,81.118,68.5425,36.6626
5550,95.8177,97.3829,78.0769,40.4475
5700,94.2483,100.481,76.3737,37.688
5850,103.466,107.827,78.8983,34.9567
6000,104.291,104.57,80.376,36.9486
6150,106.191,107.563,80.0567,34.7681
6300,105.891,108.943,76.9301,35.6985
6450,103.982,109.862,82.3741,37.2292
6600,94.2748,115.534,82.0465,37.0949
6750,94.3785,113.171,78.9055,36.9517
6900,94.6355,108.179,81.7517,35.6563
7050,95.9527,106.101,75.6595,38.9335
7200,97.0619,113.396,84.8439,37.3612
7350,95.7918,111.849,81.9044,33.8559
7500,95.2339,111.746,81.4161,36.4361
7650,93.4201,109.213,77.9622,42.1481
7800,96.5506,107.344,84.1337,35.2056
7950,96.2405,108.77,79.7079,32.4575
8100,96.0046,107.234,81.941,35.9154
8250,95.2122,112.235,84.8208,33.8368
8400,95.3371,114.384,72.763,36.9687
8550,95.6876,103.24,76.45,38.1661
8700,97.1165,111.196,78.3708,34.9342
8850,94.9617,110.046,75.8339,34.5751
9000,95.1148,110.468,77.3573,33.1297
9150,101.258,108.735,82.1262,35.6601
9300,105.098,106.584,82.3034,37.9181
9450,107.388,109.876,82.9811,33.6398
9600,106.079,107.6,85.2827,35.6938
9750,106.573,104.405,81.5238,30.8074
9900,105.404,108.996,81.5129,33.5157
10050,105.92,111.327,80.7777,36.8325
10200,108.625,108.494,82.024,32.0638
10350,107.133,110.511,85.3111,34.3496
10500,106.955,106.893,81.759,33.6116
10650,104.118,113.573,81.119,34.9411
10800,107.28,109.043,83.93,34.1918
10950,107.277,106.341,81.6381,36.5958
11100,104.027,109.433,83.9717,35.8049
11250,104.75,107.272,82.9409,36.2355
11400,106.384,109.341,84.4684,35.2156
11550,105.227,111.043,81.6741,36.6953
11700,86.1123,88.745,65.4455,35.167
11850,81.2086,80.9522,60.9162,34.6723
12000,79.5052,82.3563,64.8079,32.771
12150,79.1861,84.6464,60.9601,32.8956
12300,78.1847,119.983,86.7818,59.4274
12450,77.0795,120.197,88.2774,60.3967
12600,77.7981,118.388,88.2199,59.853
12750,77.7152,120.355,89.2835,57.7519
12900,79.1643,116.841,85.1593,58.2964
13050,76.7905,116.397,85.2159,57.6342
13200,77.2922,123.204,89.7183,58.1574
